# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = survival_model
# start_datetime = 2026-04-29 06:59:02 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_survival.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145900/survival/survival-202604291459-4-86c996.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145900/survival/survival-profile-202604291459-4-18cb8d.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=survival_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha.1,alpha.2,alpha.3,alpha.4,alpha.5,alpha.6,beta_trt,hazard_ratio
-100.0007,0.99777595,0.48722097,3,7,0,102.36498,-2.0898101,-3.3129951,-3.0339076,-2.0648862,-0.38247263,-1.5940963,-0.76183148,0.46681069
-101.59426,0.84939126,0.48722097,3,7,0,104.47907,-3.0340323,-3.2762831,-2.7382569,-1.6955144,-2.3564154,-1.9945974,-0.4603638,0.63105403
-100.39611,0.99594988,0.48722097,3,7,0,104.22556,-2.9069717,-2.7690151,-3.5670739,-2.3560687,-2.4597906,-2.9868484,-0.175212,0.83927908
-98.780386,0.97163311,0.48722097,3,7,0,101.88915,-2.1456404,-3.4016922,-2.7077544,-2.1547279,-1.5418579,-3.6754009,-0.75054199,0.47211061
-99.600475,0.86402804,0.48722097,2,7,0,103.99126,-2.3261734,-3.2040644,-4.0986947,-2.2281202,-2.2054941,-1.6291086,-0.40430453,0.66744084
-99.423288,0.81920393,0.48722097,2,7,0,104.75122,-2.2636119,-2.9989341,-3.7646434,-2.8545921,-1.8719905,-2.1986043,-0.45148441,0.63668235
-100.08893,0.90748987,0.48722097,2,7,0,102.38177,-2.3920945,-3.2230277,-4.0365823,-1.8095905,-1.0500864,-1.7287115,-0.51030479,0.60031258
-100.71557,0.88382198,0.48722097,3,7,0,102.50178,-2.3322474,-2.72989,-2.1043966,-2.3568616,-2.1160942,-2.3699666,-0.55351319,0.57492643
-99.338285,0.92696584,0.48722097,3,15,0,103.77105,-2.6261889,-2.7963232,-2.8202692,-2.4351435,-1.9351898,-4.3425057,-0.40302283,0.66829684
-100.76221,0.93629662,0.48722097,4,15,0,103.65378,-2.7830125,-2.9440972,-3.1561302,-2.4803752,-1.2215954,-4.3649244,-0.70341905,0.49489035
-99.431457,0.97962764,0.48722097,3,15,0,102.00665,-2.3042013,-3.419953,-3.3563687,-2.1998265,-2.1672852,-0.35869159,-0.28593047,0.75131486
-99.557041,0.89119552,0.48722097,3,7,0,103.74964,-2.2899061,-3.130224,-2.8314655,-2.571288,-2.1695631,0.011698794,-0.43998518,0.64404597
-99.934763,0.93807504,0.48722097,3,7,0,102.53002,-2.2361476,-3.4827998,-3.2775436,-2.5594535,-0.67411831,-3.0139477,-0.54930072,0.5773534
-98.115291,1,0.48722097,2,3,0,100.17441,-2.218092,-3.4204832,-2.9962005,-2.1846612,-1.3512018,-2.9493399,-0.53307666,0.58679681
-98.690088,0.98047711,0.48722097,3,15,0,99.428913,-2.7635656,-3.0403091,-3.1754272,-2.3923757,-2.0018196,-1.0961388,-0.16316696,0.84944935
-99.994652,0.89114822,0.48722097,3,7,0,101.48784,-2.3806444,-3.1510937,-4.0453796,-2.25176,-1.144474,-3.6283774,-0.53338137,0.58661804
-98.142807,0.97426315,0.48722097,3,7,0,101.00273,-2.4549097,-2.656208,-3.0521936,-1.9115699,-1.5901873,-2.3314488,-0.63807305,0.52830947
-100.0469,0.79682589,0.48722097,2,7,0,104.06778,-2.6081881,-2.8682448,-2.4560443,-1.6625748,-2.2677782,-2.5621554,-0.70286488,0.49516468
-101.03486,0.98496221,0.48722097,3,7,0,102.24657,-2.7654301,-3.592964,-4.1564315,-3.1249104,-1.3276132,-1.4474917,-0.08912328,0.9147328
-103.59648,0.81731499,0.48722097,3,7,0,107.00558,-1.9180089,-2.4880162,-2.299435,-1.2726778,-2.0480863,-5.9373268,-0.95622809,0.38433985
-99.758384,0.98222438,0.48722097,3,7,0,104.90276,-2.129826,-2.7915916,-3.0357026,-2.3777323,-1.6167269,-1.8486981,-1.124322,0.32487265
-102.62098,0.88099709,0.48722097,2,3,0,104.48698,-1.7201936,-2.4082062,-2.2137035,-2.4170221,-1.4533317,0.25801987,-0.91917059,0.39884971
-100.91636,1,0.48722097,3,7,0,104.6546,-2.6798402,-3.4091055,-3.5369982,-1.7338859,-2.3782961,-4.6190634,-0.3971174,0.6722551
-104.03376,0.82595033,0.48722097,3,7,0,106.91708,-2.9746964,-3.7921254,-3.428052,-3.8361477,-1.9006828,-0.26250236,-0.1283836,0.87951593
-100.80423,0.95664388,0.48722097,3,7,0,106.80256,-2.738979,-3.2003368,-3.3493909,-2.6107878,-1.5738242,-4.6632094,0.11184735,1.1183421
-100.34526,0.96089796,0.48722097,3,7,0,103.8779,-2.3038807,-3.580725,-2.8737327,-2.1674303,-2.6445669,-0.42308772,-0.80302682,0.44797098
-101.89467,0.87510779,0.48722097,3,7,0,108.9015,-2.3716708,-3.8545837,-3.2561302,-2.4341175,-1.4545923,0.38715069,-0.78930169,0.45416183
-106.49711,0.74166316,0.48722097,3,15,0,114.89159,-3.3729188,-3.5367131,-3.4133708,-3.9009718,-2.6245895,-5.6542434,0.58965719,1.8033701
-108.96387,0.67580224,0.48722097,2,3,0,112.73378,-3.6916147,-3.0972442,-3.5445957,-3.6188037,-2.3612902,-6.5518018,0.4528314,1.572759
-103.41457,0.99513265,0.48722097,3,15,0,112.55246,-1.5367427,-3.6483457,-2.8345178,-1.719649,-1.2984882,-3.4714162,-1.0152337,0.36231775
-103.48353,0.94348227,0.48722097,3,7,0,108.99865,-2.8365482,-2.4712404,-4.3946895,-2.3761725,-1.6155779,-1.5780524,-0.18179011,0.83377633
-99.745219,0.94614634,0.48722097,3,7,0,106.16566,-2.2526456,-3.6071718,-3.3884007,-2.5120451,-2.8101863,-2.2924695,-0.46752691,0.62654987
-102.21411,0.70004511,0.48722097,3,7,0,104.35288,-2.2424929,-3.5393765,-2.6648629,-2.1321932,-2.7167623,-1.547528,-0.10406944,0.90116272
-101.1294,1,0.48722097,3,7,0,103.01963,-2.6433695,-3.1200772,-2.9776493,-2.6838793,-2.1388915,-1.3576952,-0.88726633,0.41177988
-98.924319,0.98734209,0.48722097,3,7,0,102.37967,-2.4699937,-2.8499719,-3.2050064,-2.5296242,-2.5456645,-3.0182637,-0.527973,0.58979928
-99.597214,0.9896248,0.48722097,3,7,0,100.6495,-2.3531089,-3.417204,-2.6938343,-2.7556782,-1.6992818,-0.29623204,-0.38248505,0.68216409
-100.93248,0.86591178,0.48722097,3,7,0,102.27866,-2.2432606,-2.5927983,-3.5370702,-1.5020644,-1.5763863,-3.2914251,-0.52447632,0.59186523
-101.44573,0.971623,0.48722097,3,7,0,104.7251,-2.62725,-3.8157335,-2.4602091,-3.0971812,-1.8428232,-1.1696326,-0.25370604,0.77591986
-100.68904,0.97852138,0.48722097,3,7,0,104.55705,-2.6039609,-2.7841359,-4.2378828,-2.4860428,-1.8585997,-2.9740778,-0.21622802,0.8055516
-100.80638,0.97778051,0.48722097,3,7,0,102.5015,-2.4955634,-3.8750406,-2.3461464,-2.4244091,-1.6663855,-1.7783399,-0.70194173,0.495622
-100.27506,0.98882875,0.48722097,3,7,0,104.20738,-2.4669633,-3.7556971,-2.5655285,-1.9351312,-2.1861569,-2.0756624,-0.77273978,0.46174625
-99.193203,0.99245012,0.48722097,3,7,0,101.27824,-2.3239877,-2.7071143,-3.1627286,-2.5530651,-1.662321,-1.3962477,-0.90247026,0.40556657
-99.410596,0.86918983,0.48722097,3,7,0,101.81454,-2.2390983,-2.9723255,-2.8639716,-2.1669324,-1.3354289,-2.9896852,-1.078426,0.34013046
-98.541099,0.95940964,0.48722097,3,7,0,102.35626,-2.5624946,-3.109105,-3.0318795,-2.8066099,-1.7883485,-0.99760136,-0.51181599,0.59940607
-99.393492,0.94300483,0.48722097,3,15,0,101.58768,-1.9349341,-2.6956295,-3.4691166,-2.0094335,-1.1651027,-0.81427039,-0.76718841,0.46431671
-101.7076,0.80537345,0.48722097,2,7,0,106.348,-2.5478865,-2.580932,-2.1068228,-2.4209704,-2.3697977,-2.9970342,-0.68102022,0.50610039
-101.63869,1,0.48722097,3,7,0,104.85729,-2.0135046,-3.5184054,-4.0720044,-2.2366749,-1.6210535,-1.3961123,-0.85714451,0.42437214
-103.0471,0.91107161,0.48722097,3,7,0,108.23319,-2.2810501,-2.4545635,-2.0446157,-3.0464776,-1.2493635,-2.7838587,-1.0353977,0.35508514
-102.58388,0.99036765,0.48722097,3,7,0,105.63457,-2.7847285,-4.0183961,-4.4984291,-2.1278171,-2.2075408,-1.2707945,0.054509226,1.0560222
-99.492911,0.99736739,0.48722097,3,7,0,103.84853,-2.3120669,-3.0812144,-2.3339627,-2.6193367,-1.2856182,-3.3197171,-0.68976273,0.50169509
-103.12407,0.93355709,0.48722097,3,7,0,106.23934,-1.7485303,-2.4630527,-3.0086608,-0.99804067,-1.5722452,-2.7349494,-1.3843115,0.2504962
-100.36441,0.99399488,0.48722097,3,7,0,105.56622,-2.1678121,-2.8116007,-2.6296541,-2.0365583,-0.52743359,0.29133577,-0.79670351,0.45081262
-100.63773,0.98937496,0.48722097,3,7,0,103.48133,-2.1612342,-2.3586436,-2.5999945,-1.6715781,-2.372944,-2.9906926,-1.1126863,0.32867485
-101.53364,0.87099355,0.48722097,3,11,0,107.12352,-2.5221493,-4.1150225,-3.4842649,-2.6656658,-2.8548896,-3.5782232,-0.35994454,0.69771502
-101.83389,0.99550242,0.48722097,3,7,0,105.2319,-2.5944583,-3.6069801,-3.6137017,-3.246282,-2.154915,-5.7098207,0.02246392,1.0227181
-98.451526,0.97318022,0.48722097,3,7,0,102.892,-2.5945497,-3.6281962,-3.0724299,-2.6935496,-1.7104928,-2.2563802,-0.38391907,0.68118655
-98.622447,0.96818087,0.48722097,3,7,0,100.13006,-2.6548363,-3.2882655,-3.171293,-2.6594471,-1.5251844,-3.1027358,-0.10015174,0.90470013
-97.907223,0.98698763,0.48722097,3,15,0,100.00036,-2.2073172,-3.1961159,-3.1029031,-1.9512955,-1.7787,-0.87271122,-0.64641475,0.5239208
-99.727918,0.87263863,0.48722097,3,7,0,101.07077,-2.0658262,-3.0094218,-2.4755543,-1.7585689,-0.8865998,-2.0782099,-1.2180568,0.29580442
-101.93887,0.87043077,0.48722097,3,7,0,105.32641,-1.6379107,-2.315937,-2.2442401,-1.3526418,-1.3227963,-0.24864425,-1.2956094,0.27373099
-98.977572,0.95979014,0.48722097,3,7,0,103.45154,-2.1424801,-2.9418155,-2.5836008,-1.9425286,-0.92271452,-3.1100388,-1.0311157,0.35660887
-101.44702,0.69004277,0.48722097,4,15,0,107.63049,-3.0861706,-4.0268284,-3.5592719,-2.4758701,-1.9660881,-4.0219955,-0.17581743,0.83877111
-101.14178,0.9675663,0.48722097,3,11,0,104.28726,-2.2739774,-2.9593281,-2.9881459,-3.3074634,-1.5199806,-4.2710126,-0.31371212,0.73072936
-98.319827,0.89666567,0.48722097,2,7,0,103.98357,-2.3564121,-3.4710038,-3.3594124,-2.3209842,-1.4952523,-2.4818841,-0.25917087,0.77169115
-100.21108,0.9165756,0.48722097,3,7,0,102.1852,-2.4984815,-2.5843731,-2.3860647,-1.9701581,-2.120894,-2.7565943,-0.94608194,0.38825927
-100.6905,0.8988972,0.48722097,3,15,0,104.02636,-2.6410488,-2.6853098,-3.2847549,-2.568739,-2.4542492,-3.0385717,-0.72720871,0.48325601
-101.3578,0.83989945,0.48722097,2,3,0,105.92325,-2.2622209,-2.7691897,-2.2635713,-2.5270691,-2.9286057,-1.1380676,-0.51186979,0.59937382
-99.049875,0.97727244,0.48722097,2,7,0,102.96653,-2.0174225,-2.8821499,-2.8226563,-1.9215117,-1.7149173,-1.4878271,-1.1417672,0.31925434
-98.272704,0.97458305,0.48722097,3,7,0,101.24577,-2.1127892,-2.622395,-2.6139946,-1.8365393,-1.1999218,-2.2990767,-0.81220152,0.44387978
-97.960455,0.99580309,0.48722097,3,7,0,98.652413,-2.2364266,-2.9476085,-3.0881051,-2.1737349,-1.5126546,-0.81920143,-0.8215385,0.43975457
-99.289431,0.84174952,0.48722097,3,7,0,101.15389,-2.3368879,-2.7478525,-2.5681519,-1.9582724,-0.98667487,-3.2164262,-1.0200444,0.36057892
-101.60026,0.80432576,0.48722097,3,7,0,107.19241,-2.4241598,-3.5171127,-3.4146979,-2.4185076,-2.1120466,-7.1122438,-0.26290792,0.76881269
-105.29136,0.8527857,0.48722097,3,7,0,109.07999,-2.3125759,-4.5767551,-3.819736,-2.4576406,-0.92060717,-5.0854038,-0.17516196,0.83932108
-103.72775,0.88316969,0.48722097,3,15,0,111.59812,-2.2606119,-1.9418731,-3.2707008,-2.5317729,-2.3423912,-0.9947742,-0.62378531,0.535912
-104.46822,0.99477256,0.48722097,3,7,0,109.99731,-2.0338613,-3.6124472,-2.9867709,-0.94041747,-1.8229226,-2.3487855,-1.2220822,0.29461609
-102.28056,1,0.48722097,3,7,0,106.00957,-2.0638861,-3.4666415,-2.2224825,-1.2603704,-1.7258636,-2.7527729,-1.1792373,0.30751319
-102.59164,0.97343222,0.48722097,3,7,0,105.05535,-1.7965731,-1.9978797,-2.6928735,-2.0316104,-0.40239281,-2.4961525,-1.131921,0.32241329
-101.03023,0.95437395,0.48722097,3,7,0,106.2388,-2.1874043,-3.0727971,-2.9698683,-1.8411199,-1.2192059,0.90869831,-1.0412415,0.35301616
-100.75594,0.95183553,0.48722097,3,7,0,103.85089,-1.7982253,-2.630467,-2.9961563,-1.7402262,-1.6915229,-1.2862606,-0.63843942,0.52811595
-99.825769,0.93224787,0.48722097,2,3,0,102.32021,-2.3978687,-2.8040401,-3.1925918,-2.3136527,-1.7986284,-1.5972617,-1.0116874,0.36360493
-98.074099,0.96082185,0.48722097,3,7,0,102.54628,-2.4380346,-3.3718991,-3.3349353,-2.1999349,-1.5249345,-3.0603293,-0.31111607,0.73262883
-100.41255,0.96945856,0.48722097,4,15,0,100.83057,-1.8867106,-2.3106075,-2.2036905,-1.7606316,-1.2080632,-0.28093915,-1.1170717,0.32723664
-98.269375,0.97331704,0.48722097,3,7,0,102.09447,-2.1488568,-3.0978716,-3.2500488,-1.8200392,-1.3364964,-2.3677049,-0.81980984,0.44051542
-98.887171,0.94905964,0.48722097,3,15,0,100.38249,-2.161201,-3.1510794,-3.3932095,-1.6729317,-1.8281077,-2.7411673,-0.64193465,0.52627329
