# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = continuous_model
# start_datetime = 2026-04-29 06:58:11 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_continuous.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145810/continuous/continuous-202604291458-4-053919.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145810/continuous/continuous-profile-202604291458-4-03023e.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=continuous_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_trt,sigma,mean_difference
-158.84095,0.91912523,0.3457461,3,7,0,159.58845,50.399497,-1.3439297,4.9926964,-1.3439297
-159.70368,0.97714089,0.3457461,4,15,0,161.44774,52.514594,-3.6536101,4.4136715,-3.6536101
-158.3576,0.99331722,0.3457461,3,7,0,160.02408,52.636209,-2.0991708,5.0435739,-2.0991708
-157.87429,1,0.3457461,2,3,0,158.36333,52.28322,-2.2625623,5.1050879,-2.2625623
-157.83588,0.95045867,0.3457461,2,3,0,158.2909,51.962227,-2.3386701,5.0056609,-2.3386701
-158.76295,0.97619508,0.3457461,3,7,0,158.86321,53.667821,-4.5155243,5.1368194,-4.5155243
-158.98861,0.99772821,0.3457461,3,7,0,159.01614,54.143518,-4.4209005,5.1109037,-4.4209005
-158.58041,0.98569732,0.3457461,4,15,0,160.37063,50.838864,-0.48267049,4.9124525,-0.48267049
-158.66913,0.99985873,0.3457461,4,15,0,159.58585,51.020672,-1.0794574,5.8903858,-1.0794574
-159.2003,0.8654035,0.3457461,3,7,0,160.58062,52.187142,-1.2892195,5.8168148,-1.2892195
-158.52622,0.83909967,0.3457461,2,7,0,161.12305,51.589574,-2.5459912,5.7044621,-2.5459912
-160.18886,0.90111296,0.3457461,3,11,0,160.63218,51.245657,0.35275024,5.6885558,0.35275024
-158.26939,0.99901187,0.3457461,3,11,0,160.74158,52.759904,-3.264306,4.7469546,-3.264306
-157.99003,0.95778442,0.3457461,3,15,0,160.37124,52.016904,-2.7414226,4.9826597,-2.7414226
-158.41438,0.88845555,0.3457461,3,11,0,159.61493,51.004186,-1.3261157,5.7406643,-1.3261157
-158.51671,0.99640294,0.3457461,2,3,0,158.5795,51.032707,-1.0935031,5.7997563,-1.0935031
-159.03961,0.8765182,0.3457461,3,15,0,161.63535,52.937992,-4.2857488,4.8609578,-4.2857488
-159.39923,0.99784792,0.3457461,3,7,0,160.16167,54.40075,-4.6739049,5.4159889,-4.6739049
-158.38155,0.95502232,0.3457461,3,7,0,160.2715,53.265372,-3.8757886,4.91679,-3.8757886
-158.51808,0.81752981,0.3457461,3,7,0,161.86664,51.207567,-1.8817997,5.7830112,-1.8817997
-158.49135,0.98919065,0.3457461,3,15,0,159.18047,51.110491,-1.1718585,5.7953834,-1.1718585
-160.93981,0.96355132,0.3457461,4,15,0,161.49403,48.864266,2.0431258,6.0846092,2.0431258
-160.12183,0.97548542,0.3457461,2,7,0,161.66846,48.937877,0.19659258,5.8797277,0.19659258
-160.01909,0.97561783,0.3457461,4,15,0,161.15868,54.761318,-4.4182681,5.3640227,-4.4182681
-158.42828,0.91904609,0.3457461,3,7,0,160.73589,53.435914,-4.0360572,5.0491732,-4.0360572
-158.04199,0.99153713,0.3457461,3,11,0,159.41472,51.276949,-1.2847493,5.4371574,-1.2847493
-157.93347,0.97794192,0.3457461,3,7,0,158.37367,51.621016,-2.2746742,5.2613899,-2.2746742
-158.01051,0.94876675,0.3457461,2,7,0,158.6323,52.084683,-1.9812489,5.4173324,-1.9812489
-159.52016,0.8894888,0.3457461,3,9,0,160.26774,51.603824,-2.4764123,6.2484018,-2.4764123
-159.99189,0.87796037,0.3457461,3,7,0,161.43236,52.13316,-1.4653487,6.3231466,-1.4653487
-160.51124,0.98354167,0.3457461,3,15,0,162.4431,53.44779,-5.301755,5.8677796,-5.301755
-158.71932,0.89791189,0.3457461,3,11,0,162.11791,50.827466,-2.0506598,5.1359247,-2.0506598
-158.5306,1,0.3457461,2,3,0,158.87928,51.724277,-0.97570017,5.0662146,-0.97570017
-159.00608,0.99415441,0.3457461,4,15,0,160.40873,51.230223,-2.1416291,5.9928331,-2.1416291
-159.60986,0.95392089,0.3457461,2,3,0,159.80082,51.154171,-2.6836443,5.99885,-2.6836443
-161.92914,0.80562719,0.3457461,2,7,0,164.0331,52.839929,-0.65410118,5.1832527,-0.65410118
-159.49201,1,0.3457461,2,7,0,162.6599,51.976391,-3.6946339,4.8807395,-3.6946339
-159.70091,0.91415541,0.3457461,2,7,0,160.94301,52.844144,-1.4843329,5.2517911,-1.4843329
-157.86814,0.9665253,0.3457461,1,3,0,159.90961,52.135766,-2.0825334,5.1369749,-2.0825334
-158.61918,0.81976511,0.3457461,2,7,0,159.85021,52.284581,-3.5849125,5.4213214,-3.5849125
-158.31945,1,0.3457461,1,1,0,158.57983,52.364557,-3.3957119,5.3908109,-3.3957119
-159.72344,0.96489168,0.3457461,2,7,0,160.84469,54.542353,-4.7199492,4.8028923,-4.7199492
-159.1095,0.7815755,0.3457461,2,3,0,161.67892,53.783052,-4.7275083,4.8653833,-4.7275083
-159.79814,0.81336545,0.3457461,4,15,0,162.19384,51.21529,-3.1613386,5.6429275,-3.1613386
-158.47108,0.95777525,0.3457461,4,15,0,161.72599,51.180076,-2.1522704,4.9027815,-2.1522704
-161.76545,0.97524983,0.3457461,3,7,0,163.31162,48.671827,1.7545245,4.7946852,1.7545245
-159.40525,0.7719938,0.3457461,3,7,0,163.54643,49.495874,0.41390493,5.0762086,0.41390493
-159.13677,1,0.3457461,3,7,0,159.54254,49.588645,0.43958356,5.3042219,0.43958356
-158.45241,0.99014292,0.3457461,3,15,0,161.32321,52.833692,-3.1004942,4.639705,-3.1004942
-158.54039,0.807058,0.3457461,3,7,0,160.03733,51.803785,-3.0537119,4.9844303,-3.0537119
-158.29556,0.99418451,0.3457461,2,7,0,158.67576,52.429444,-1.8850686,5.0803776,-1.8850686
-158.34829,0.96788774,0.3457461,2,7,0,159.66297,52.005124,-1.8070889,5.6740215,-1.8070889
-158.79105,0.99183568,0.3457461,3,11,0,159.20783,53.406507,-3.4152433,4.6617731,-3.4152433
-158.9928,0.99180894,0.3457461,2,3,0,159.03495,53.447178,-3.3759419,4.6029981,-3.3759419
-159.40892,0.93525371,0.3457461,3,15,0,162.33503,49.554749,-0.44731799,5.7019792,-0.44731799
-159.90089,0.99850002,0.3457461,4,15,0,160.15113,50.686157,0.17841269,6.1834876,0.17841269
-159.97327,0.85703127,0.3457461,2,7,0,162.94417,49.534602,1.3553552,5.7028787,1.3553552
-160.12982,0.9368278,0.3457461,2,3,0,160.88755,50.10917,1.1185942,5.8466648,1.1185942
-162.18631,0.97606995,0.3457461,2,7,0,165.60308,47.740526,3.0505435,5.6089884,3.0505435
-161.23013,0.95009374,0.3457461,4,15,0,163.87424,50.74753,-0.019258048,6.8022676,-0.019258048
-158.56736,0.87958779,0.3457461,3,7,0,163.74974,51.734276,-1.0057527,5.493256,-1.0057527
-158.81783,0.99589538,0.3457461,3,7,0,159.07375,51.699406,-1.0115223,4.7725775,-1.0115223
-158.29516,1,0.3457461,3,15,0,159.05287,52.770464,-3.1407401,5.5673222,-3.1407401
-157.88563,0.98556754,0.3457461,3,15,0,158.76207,52.016452,-2.5252573,4.9763057,-2.5252573
-158.47664,0.98588034,0.3457461,3,15,0,159.42589,51.001203,-0.91255504,5.7366026,-0.91255504
-158.70589,0.95953016,0.3457461,3,7,0,159.48609,51.226622,-0.53929019,5.6177459,-0.53929019
-158.49894,0.97509159,0.3457461,3,15,0,160.11358,52.823803,-3.8323779,5.4391833,-3.8323779
-159.60827,0.95493963,0.3457461,3,7,0,161.20854,52.472542,-2.1711798,4.3376019,-2.1711798
-161.02017,0.9456449,0.3457461,2,3,0,162.07254,51.52337,-1.9045045,4.0744545,-1.9045045
-161.17218,0.97490428,0.3457461,3,7,0,163.25551,53.978219,-5.079876,6.4023497,-5.079876
-160.93294,0.9967725,0.3457461,3,7,0,162.8408,55.483608,-5.795677,5.439999,-5.795677
-157.91,0.98383834,0.3457461,3,7,0,161.27012,51.861854,-1.8569999,4.9651248,-1.8569999
-160.63505,0.69760633,0.3457461,3,11,0,162.31304,48.934841,-0.29118265,5.2754564,-0.29118265
-160.37791,0.94820761,0.3457461,4,15,0,162.16078,50.795482,-2.2574009,6.3932249,-2.2574009
-162.89319,0.88477914,0.3457461,3,11,0,163.53536,52.419073,-4.8240188,4.4614978,-4.8240188
-160.12937,0.98172949,0.3457461,3,7,0,163.65584,54.261749,-4.2564797,4.4920694,-4.2564797
-160.77796,0.92994211,0.3457461,4,15,0,162.3762,49.433486,1.7398185,6.0818718,1.7398185
-158.87723,0.97528492,0.3457461,3,15,0,161.77718,50.849698,-2.0031452,5.737941,-2.0031452
-159.00111,0.98765149,0.3457461,3,7,0,159.78473,51.442908,-0.96123628,4.6153345,-0.96123628
-159.03406,0.94810978,0.3457461,3,15,0,160.81217,49.825846,0.45496975,5.5045746,0.45496975
-159.72616,0.94198848,0.3457461,3,7,0,160.37813,49.502463,-0.04574565,4.9037315,-0.04574565
-158.44207,0.99614529,0.3457461,4,15,0,159.9253,52.332237,-3.1855427,5.6413371,-3.1855427
-158.94453,0.99331122,0.3457461,3,7,0,159.10012,52.322264,-3.1411185,5.9459469,-3.1411185
-159.15248,0.98744155,0.3457461,3,15,0,160.26483,54.25947,-4.3053446,5.0773219,-4.3053446
-158.85961,0.97737678,0.3457461,3,7,0,159.79286,52.61819,-3.929187,5.562613,-3.929187
-159.28162,0.91076057,0.3457461,2,3,0,160.07221,53.574256,-2.7085202,5.1478193,-2.7085202
-158.55125,0.99943677,0.3457461,4,15,0,159.69056,50.241994,-0.17030571,5.3691229,-0.17030571
-158.43814,0.99100112,0.3457461,3,15,0,159.36711,53.457237,-3.8647764,5.3113563,-3.8647764
-158.40026,0.9502057,0.3457461,2,7,0,160.06509,51.91088,-2.9481535,5.5482012,-2.9481535
-160.38895,0.9945613,0.3457461,3,15,0,160.81023,49.356042,0.62498369,4.7416868,0.62498369
-160.47043,0.94431591,0.3457461,3,7,0,161.24875,49.688786,1.190485,4.8820459,1.190485
-161.31763,0.88190186,0.3457461,2,3,0,161.78773,49.023328,-0.15427229,4.7819133,-0.15427229
-158.55184,1,0.3457461,3,7,0,162.11371,50.959135,-2.1012703,5.1350557,-2.1012703
-158.67714,0.998071,0.3457461,2,7,0,159.02771,52.716088,-2.003488,5.4428387,-2.003488
-159.41618,0.92600934,0.3457461,2,3,0,160.32558,52.866263,-1.9826818,5.8214523,-1.9826818
-158.2352,1,0.3457461,2,3,0,159.40592,51.744621,-2.3833237,5.6314933,-2.3833237
-158.57747,0.98872504,0.3457461,2,7,0,160.02314,53.708883,-4.0084443,5.0213932,-4.0084443
-159.47071,0.84976682,0.3457461,4,15,0,160.80859,52.598209,-3.8043489,6.0152693,-3.8043489
-160.72334,0.95118264,0.3457461,3,15,0,161.88351,52.012889,-1.0296795,6.5087662,-1.0296795
-159.85689,0.99124322,0.3457461,3,15,0,161.60971,49.233389,-0.36485856,5.5159814,-0.36485856
-158.9458,1,0.3457461,2,3,0,159.91724,49.704278,0.032267638,5.4550681,0.032267638
-160.47687,0.91594614,0.3457461,3,11,0,164.62683,54.512494,-4.8013241,6.0347216,-4.8013241
-160.14369,1,0.3457461,2,3,0,160.49814,54.388565,-4.8584827,5.923557,-4.8584827
-163.09656,0.5863938,0.3457461,1,3,0,166.01173,53.700853,-6.5740335,6.0358727,-6.5740335
-163.6187,0.95390709,0.3457461,3,15,0,165.36909,54.413698,-2.931892,6.8521041,-2.931892
-162.41034,1,0.3457461,3,7,0,164.40926,53.534078,-5.3175628,6.7427419,-5.3175628
-158.61304,0.96595945,0.3457461,2,7,0,165.52349,52.58365,-1.9679283,4.8451144,-1.9679283
-159.19117,0.96607332,0.3457461,2,7,0,159.56132,52.637521,-1.8521227,4.6780421,-1.8521227
-163.84158,0.83387694,0.3457461,3,15,0,166.34355,56.020227,-8.0660536,5.4763808,-8.0660536
-161.13678,0.98678436,0.3457461,3,7,0,164.96607,54.816883,-6.3614229,5.6698249,-6.3614229
-161.75273,0.99881731,0.3457461,3,7,0,162.41235,55.517409,-5.6184954,6.0304925,-5.6184954
-163.57512,0.81700933,0.3457461,3,7,0,164.92485,56.139891,-4.7916735,5.5579928,-4.7916735
-161.43394,0.94806132,0.3457461,2,3,0,164.51285,55.498738,-5.1010963,5.7220178,-5.1010963
-161.40277,0.99721922,0.3457461,3,7,0,161.65686,55.418133,-5.0126498,5.7879417,-5.0126498
-160.10955,0.93859854,0.3457461,3,7,0,162.62589,54.367883,-5.745417,5.3527721,-5.745417
-158.25928,1,0.3457461,3,7,0,160.22019,52.964676,-3.3473954,5.4614745,-3.3473954
-158.51284,0.84199431,0.3457461,2,3,0,159.82301,53.452153,-3.291389,5.2901477,-3.291389
-158.74931,0.97442322,0.3457461,3,11,0,159.69131,50.216061,-1.0037195,5.1063328,-1.0037195
-158.79714,0.94473046,0.3457461,3,7,0,159.55847,50.475842,0.053135132,5.1070895,0.053135132
-159.75556,0.87500261,0.3457461,3,7,0,161.04483,49.456768,1.1527994,5.2608387,1.1527994
-158.31227,0.96594388,0.3457461,3,7,0,160.24968,50.486682,-0.6423046,5.3463516,-0.6423046
-158.58576,0.9925398,0.3457461,3,7,0,158.71593,50.43906,-0.17568594,5.1039957,-0.17568594
-158.55159,0.95708368,0.3457461,2,7,0,159.0871,51.053196,-0.41481672,5.1367846,-0.41481672
-158.7434,0.99338188,0.3457461,4,15,0,159.73227,53.834044,-4.3031312,4.9813338,-4.3031312
-158.29296,0.94438176,0.3457461,2,7,0,162.02619,52.361095,-2.459353,5.6598494,-2.459353
-158.14304,0.97155678,0.3457461,3,15,0,158.93468,52.429343,-3.3416765,5.0773252,-3.3416765
-159.39541,0.8742966,0.3457461,2,3,0,159.68377,52.24998,-4.0503468,5.1525827,-4.0503468
-159.58256,0.99427156,0.3457461,3,15,0,160.41542,50.601328,-2.0263518,4.838333,-2.0263518
-158.71824,0.94169658,0.3457461,2,3,0,160.68886,51.524867,-0.66593612,5.4480452,-0.66593612
-158.10305,0.99056379,0.3457461,2,7,0,159.09308,51.455101,-1.4038918,5.5228105,-1.4038918
-158.25023,0.99509825,0.3457461,4,15,0,158.46166,51.347358,-1.3893289,4.7820428,-1.3893289
-158.24365,0.97357493,0.3457461,4,15,0,158.74225,51.964158,-2.7230286,5.5842485,-2.7230286
-158.1166,0.98158922,0.3457461,2,7,0,159.3453,52.57461,-2.325049,4.9648413,-2.325049
-159.13769,0.95380864,0.3457461,3,7,0,159.29006,51.695022,-0.98333761,5.9330011,-0.98333761
-158.38274,0.97562397,0.3457461,2,7,0,160.97069,51.23422,-2.299131,5.0692692,-2.299131
-157.84877,0.99021474,0.3457461,1,3,0,158.47454,51.617279,-1.8397014,5.0432614,-1.8397014
-158.31215,0.95400594,0.3457461,3,7,0,158.5661,52.233408,-1.8420338,4.8299614,-1.8420338
-158.30756,0.97403008,0.3457461,3,15,0,158.83567,52.291424,-3.2192667,4.8447702,-3.2192667
-158.30203,0.85829321,0.3457461,2,3,0,159.86692,52.90551,-2.5231583,5.0653552,-2.5231583
-158.57718,0.94724944,0.3457461,2,5,0,159.56221,53.047767,-3.1088707,4.6441073,-3.1088707
-157.97093,1,0.3457461,3,7,0,158.70034,52.273303,-2.6234374,4.8512292,-2.6234374
-159.32698,0.83181657,0.3457461,3,9,0,159.71669,50.266411,-1.7316514,5.4340014,-1.7316514
-158.55661,0.97172441,0.3457461,3,7,0,159.8485,50.183022,-0.67755674,5.4005932,-0.67755674
-158.11493,0.9965798,0.3457461,2,7,0,159.44918,50.859615,-1.0821168,5.383751,-1.0821168
-159.5997,0.68692173,0.3457461,1,3,0,160.73862,51.782467,-0.37513404,5.4021435,-0.37513404
-158.07429,0.99264525,0.3457461,2,7,0,159.91811,51.617546,-1.3457352,5.3780614,-1.3457352
-158.13188,0.91611625,0.3457461,2,5,0,158.94433,50.790248,-0.90219939,5.2091709,-0.90219939
-158.05942,0.93171017,0.3457461,3,15,0,158.93771,51.506527,-2.1035433,5.4794927,-2.1035433
-158.32763,0.92495146,0.3457461,2,7,0,159.50964,52.311035,-2.1048296,5.6194638,-2.1048296
-160.28629,0.93146927,0.3457461,3,7,0,160.70827,52.717112,-3.8432227,6.3736987,-3.8432227
-159.82022,0.9197725,0.3457461,3,7,0,162.15604,51.946761,-0.44649731,5.2315543,-0.44649731
-158.93552,0.97246711,0.3457461,2,7,0,161.49789,51.835579,-3.3660445,5.4962848,-3.3660445
-158.19507,0.95912796,0.3457461,2,7,0,160.71704,52.59675,-3.0752476,4.7540458,-3.0752476
-157.92554,0.87029253,0.3457461,3,7,0,159.84842,51.409838,-1.9083072,5.064967,-1.9083072
-159.65151,0.778557,0.3457461,2,7,0,160.85619,51.63455,-3.3311604,4.7983894,-3.3311604
