# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = continuous_model
# start_datetime = 2026-04-29 06:59:01 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_continuous.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145900/continuous/continuous-202604291459-2-053c0f.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145900/continuous/continuous-profile-202604291459-2-030534.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=continuous_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_trt,sigma,mean_difference
-160.01568,0.98716228,0.35188807,3,7,0,160.65017,52.654144,-2.7622297,4.2027854,-2.7622297
-160.15425,0.88424527,0.35188807,2,3,0,160.77864,52.138445,-2.9466482,4.2206114,-2.9466482
-158.56496,1,0.35188807,4,15,0,160.10894,51.895394,-2.8284114,5.7372881,-2.8284114
-158.50877,0.9946384,0.35188807,3,7,0,159.71768,51.868479,-2.384888,5.8281994,-2.384888
-157.95577,0.99134656,0.35188807,2,7,0,159.38446,51.560562,-1.4266702,5.2845408,-1.4266702
-159.80111,0.71176568,0.35188807,2,3,0,160.51204,51.55712,-0.06351121,5.3706894,-0.06351121
-158.42812,1,0.35188807,2,3,0,159.76631,50.933796,-0.42974643,5.2999246,-0.42974643
-158.81029,0.90215359,0.35188807,3,15,0,160.16515,53.594103,-4.3909293,5.4338559,-4.3909293
-157.90583,0.99610015,0.35188807,3,7,0,158.93568,52.202092,-2.0893734,5.1818931,-2.0893734
-158.08825,0.92736309,0.35188807,2,5,0,158.73053,51.891563,-2.7931392,5.0587604,-2.7931392
-158.97977,0.95838375,0.35188807,3,11,0,159.05112,53.520167,-2.9434749,5.4320657,-2.9434749
-159.89021,0.93411646,0.35188807,2,7,0,161.35817,53.166058,-4.0247987,6.1927481,-4.0247987
-159.45502,0.94309674,0.35188807,3,15,0,163.32433,50.333718,-1.441012,6.0227486,-1.441012
-158.54226,0.97560679,0.35188807,3,7,0,160.55925,50.784274,-0.72764352,5.7415276,-0.72764352
-158.03365,0.98359444,0.35188807,3,15,0,159.48707,52.617616,-2.6923171,4.8793319,-2.6923171
-158.94798,0.90224796,0.35188807,3,15,0,159.90768,49.995056,-0.4067503,4.9763006,-0.4067503
-158.32854,0.99291265,0.35188807,3,7,0,159.47143,50.479218,-0.68009294,5.4024271,-0.68009294
-158.15604,0.97949833,0.35188807,3,7,0,158.56117,50.834121,-0.84396627,5.1323251,-0.84396627
-157.91155,0.99579124,0.35188807,4,15,0,158.61296,52.086336,-2.2440393,5.3874427,-2.2440393
-157.99892,0.86881296,0.35188807,2,3,0,159.09771,51.522353,-1.4714456,5.4171805,-1.4714456
-159.26969,0.92196912,0.35188807,3,7,0,159.71503,52.52852,-2.0220353,6.0105857,-2.0220353
-158.61481,0.96091806,0.35188807,3,7,0,160.02872,51.302761,-0.58205108,5.0452632,-0.58205108
-159.50809,0.9393906,0.35188807,3,15,0,160.24544,51.376885,-2.5074259,4.5140278,-2.5074259
-160.05032,0.95889006,0.35188807,2,3,0,160.4704,52.634438,-1.7925043,4.437445,-1.7925043
-160.31765,0.96679671,0.35188807,4,15,0,161.40379,54.207466,-3.4804923,5.8774679,-3.4804923
-159.52366,0.88970238,0.35188807,2,3,0,161.73302,53.433119,-4.5930271,5.8264288,-4.5930271
-158.45599,0.99136987,0.35188807,3,11,0,162.52078,50.826119,-0.4782282,5.5371316,-0.4782282
-157.81938,0.93275722,0.35188807,2,7,0,159.51567,51.868308,-2.2482451,5.2400819,-2.2482451
-158.33785,0.97797592,0.35188807,4,15,0,158.44272,51.61046,-2.212679,4.7095679,-2.212679
-158.38594,0.98683971,0.35188807,3,15,0,158.79479,51.622286,-1.5545758,4.6860031,-1.5545758
-160.08278,0.87967729,0.35188807,3,7,0,160.78719,49.996969,-0.44905204,4.5513078,-0.44905204
-159.516,0.97479382,0.35188807,4,15,0,162.25277,51.853808,-2.8076929,4.4007419,-2.8076929
-159.39932,0.95594788,0.35188807,3,15,0,161.62702,50.933932,0.12102192,5.7607636,0.12102192
-158.81474,0.95836657,0.35188807,3,15,0,161.00879,52.645875,-3.7771562,5.6724039,-3.7771562
-158.36613,0.98971093,0.35188807,3,7,0,159.04136,53.292771,-3.3497474,5.3587348,-3.3497474
-158.57777,0.92106401,0.35188807,2,3,0,159.30208,53.232175,-3.7997653,5.5590279,-3.7997653
-159.77257,0.93257083,0.35188807,2,3,0,160.00764,53.862184,-4.01979,5.9996447,-4.01979
-159.48022,0.99523343,0.35188807,2,3,0,159.90223,53.599424,-3.8368692,5.9631099,-3.8368692
-158.49032,0.99533296,0.35188807,3,7,0,159.85787,52.987128,-4.0134289,5.2886768,-4.0134289
-158.34171,0.96783281,0.35188807,4,15,0,161.49007,51.066542,-1.0664697,5.6722196,-1.0664697
-158.25517,0.97791202,0.35188807,4,15,0,158.69851,53.100692,-3.768295,5.0097332,-3.768295
-158.33985,0.92609444,0.35188807,3,11,0,158.9281,51.157289,-0.6472851,5.2685274,-0.6472851
-158.45081,0.89978801,0.35188807,3,7,0,159.14337,51.534879,-0.83202324,5.2515306,-0.83202324
-158.25336,1,0.35188807,2,7,0,158.7107,50.615744,-0.96960129,5.4117383,-0.96960129
-158.01629,0.93677113,0.35188807,2,7,0,158.91889,51.199054,-1.2008702,5.0575442,-1.2008702
-158.56952,0.89756746,0.35188807,2,7,0,159.16835,51.538901,-0.74461427,5.2385818,-0.74461427
-159.77038,0.99419521,0.35188807,3,7,0,160.16262,52.00319,-3.2737285,6.206177,-3.2737285
-159.74388,0.98667203,0.35188807,3,15,0,161.4388,50.510594,0.34922795,6.0679101,0.34922795
-158.74451,0.98647503,0.35188807,2,7,0,162.13149,50.18006,-0.92336743,5.1151305,-0.92336743
-159.75539,0.99179667,0.35188807,3,7,0,160.20991,50.500883,0.1755043,4.6828142,0.1755043
-158.24774,0.99720116,0.35188807,3,15,0,160.30875,51.756667,-2.4657968,4.772646,-2.4657968
-158.87341,0.97437124,0.35188807,4,15,0,161.09309,53.486198,-3.8472078,5.6780625,-3.8472078
-158.31472,0.99881794,0.35188807,4,15,0,159.15577,53.382838,-3.5310347,5.0457965,-3.5310347
-158.76381,0.74309149,0.35188807,3,9,0,160.49326,52.409312,-1.5334893,5.4122067,-1.5334893
-160.02968,0.90913465,0.35188807,4,15,0,162.48235,48.897527,1.0237162,5.8956184,1.0237162
-159.99631,0.97628485,0.35188807,4,15,0,161.60502,54.907401,-5.3796798,5.184242,-5.3796798
-159.35848,0.98760071,0.35188807,3,15,0,161.93761,49.666933,0.30577295,5.9018463,0.30577295
-158.2718,0.99364879,0.35188807,3,15,0,160.48981,50.891722,-1.2034716,5.599485,-1.2034716
-158.21196,0.99435582,0.35188807,3,7,0,158.50363,50.78684,-1.2397457,5.4623128,-1.2397457
-158.85219,0.99570839,0.35188807,3,7,0,158.99688,49.944843,0.066800821,5.1473355,0.066800821
-158.90485,0.99565959,0.35188807,2,3,0,158.92621,49.849413,-0.024020152,5.1424468,-0.024020152
-158.13389,0.94107955,0.35188807,2,7,0,160.47128,51.087439,-1.845219,5.2887357,-1.845219
-157.84878,0.69521655,0.35188807,2,3,0,161.11562,52.15797,-2.1939588,5.2130486,-2.1939588
-158.75941,0.98193723,0.35188807,2,7,0,159.16809,52.297549,-2.8467425,4.5009575,-2.8467425
-158.3169,0.96956999,0.35188807,3,7,0,159.50474,53.228215,-3.7206082,5.332566,-3.7206082
-160.96794,0.92153475,0.35188807,2,7,0,161.55307,54.223081,-5.2867076,6.2407433,-5.2867076
-158.9343,0.8172299,0.35188807,3,11,0,163.87165,52.193567,-2.5443435,6.0298553,-2.5443435
-159.00719,0.98289724,0.35188807,3,7,0,160.57797,54.025675,-4.2572656,4.8584378,-4.2572656
-159.30396,0.87178245,0.35188807,3,15,0,160.29782,52.645041,-4.3137571,5.4743155,-4.3137571
-161.00224,0.96669742,0.35188807,3,7,0,162.09983,50.126881,-0.65009289,4.3268117,-0.65009289
-159.33877,0.98956241,0.35188807,2,3,0,161.13954,51.013784,-0.95137538,4.4765183,-0.95137538
-160.98116,0.82595193,0.35188807,2,3,0,161.4072,50.31351,-1.0939327,4.315591,-1.0939327
-158.7248,0.92262927,0.35188807,3,7,0,162.05714,51.330628,-1.1136427,5.8972798,-1.1136427
-160.48835,0.89072986,0.35188807,2,7,0,162.15232,48.955949,-0.30212677,5.8529276,-0.30212677
-161.77502,0.88821212,0.35188807,3,7,0,162.70482,48.67694,-0.63545825,5.4874986,-0.63545825
-159.49905,0.96773213,0.35188807,1,3,0,162.12759,49.182782,0.53813133,5.5414135,0.53813133
-157.95768,0.99703585,0.35188807,4,15,0,160.17185,51.865372,-2.5104567,5.3531406,-2.5104567
-158.31782,0.96427997,0.35188807,2,7,0,158.77712,52.186684,-1.6285151,4.9953236,-1.6285151
-158.15495,0.99724909,0.35188807,3,7,0,158.64376,51.919215,-2.0402356,4.7331536,-2.0402356
-158.54222,0.93500202,0.35188807,3,7,0,160.16897,52.899967,-3.7497167,4.7539579,-3.7497167
-160.26867,0.96424087,0.35188807,3,15,0,160.58203,48.761019,0.69491645,5.9829671,0.69491645
-160.00081,0.86847688,0.35188807,2,5,0,161.58084,49.71301,1.1699554,5.9192555,1.1699554
-159.64243,0.84261889,0.35188807,3,7,0,161.61816,49.537355,0.8461236,5.8941432,0.8461236
-161.88095,0.90427302,0.35188807,3,7,0,162.23679,48.309008,0.75151709,6.6546027,0.75151709
-162.35918,1,0.35188807,3,7,0,162.89157,48.426044,2.0881928,6.8872808,2.0881928
-165.83879,0.80221602,0.35188807,2,3,0,166.59713,46.037698,1.8614746,6.7272694,1.8614746
-163.47991,0.96927955,0.35188807,3,15,0,171.1896,53.831632,-1.8538537,6.6951165,-1.8538537
-160.8111,0.95165742,0.35188807,4,15,0,164.4096,51.070688,-2.6180686,4.4364233,-2.6180686
-158.71792,0.99520022,0.35188807,2,3,0,160.82162,51.558433,-1.5746168,4.5516924,-1.5746168
-158.49536,0.87999794,0.35188807,3,7,0,159.72197,52.908442,-3.9805924,5.2859264,-3.9805924
-159.06332,0.98947159,0.35188807,3,15,0,159.42772,49.829878,-0.46802914,5.084144,-0.46802914
-158.31385,0.99488573,0.35188807,4,15,0,160.74851,52.769845,-2.3718866,4.9550406,-2.3718866
-158.51382,0.99710691,0.35188807,3,15,0,159.60449,50.760391,-1.6290592,5.5884969,-1.6290592
-157.85557,0.98598589,0.35188807,2,7,0,161.12017,51.446332,-1.7126897,5.1754246,-1.7126897
-159.80196,0.66708219,0.35188807,2,7,0,161.53546,51.036961,-3.0042952,5.3893556,-3.0042952
-160.71123,0.98906114,0.35188807,2,7,0,161.00053,53.66231,-2.2595342,5.8545142,-2.2595342
-162.25286,0.89956381,0.35188807,3,11,0,163.60058,50.474059,-2.5312804,4.5354983,-2.5312804
-161.67678,1,0.35188807,3,15,0,162.93866,51.358682,0.63342871,4.9497644,0.63342871
-164.01954,0.8309217,0.35188807,3,11,0,165.52668,52.213093,0.50476387,5.0379173,0.50476387
-159.42693,1,0.35188807,3,15,0,163.88569,54.06066,-3.6212328,5.5358493,-3.6212328
-159.11124,0.98668683,0.35188807,3,15,0,161.05278,52.197987,-3.2563896,5.9634981,-3.2563896
-158.25166,0.93981053,0.35188807,2,7,0,161.3243,52.417515,-3.4487701,5.0950436,-3.4487701
-158.03861,1,0.35188807,2,3,0,158.35368,52.88553,-3.3344865,5.1708388,-3.3344865
-161.51536,0.76969834,0.35188807,3,11,0,162.44017,50.820332,0.67918638,4.6209477,0.67918638
-160.09654,0.99994061,0.35188807,2,3,0,162.39949,49.7697,-1.3333641,5.1345483,-1.3333641
-160.00687,0.88063966,0.35188807,3,15,0,162.74838,50.112081,1.0799158,5.7732854,1.0799158
-160.47205,0.99515695,0.35188807,3,7,0,161.47517,50.14471,-0.77921971,6.5887618,-0.77921971
-158.22789,0.97952341,0.35188807,3,11,0,161.60476,52.288173,-1.8230269,4.9934878,-1.8230269
-158.24201,0.9963007,0.35188807,3,11,0,159.89934,50.583838,-0.81248016,5.2035409,-0.81248016
-158.31371,0.93819574,0.35188807,3,15,0,158.9829,53.234325,-3.4944902,5.369156,-3.4944902
-159.83693,0.9660609,0.35188807,3,7,0,160.81792,52.036255,-2.3908665,4.2304152,-2.3908665
-161.25572,0.91447273,0.35188807,3,9,0,166.602,48.155744,1.9624931,6.2237375,1.9624931
-160.1671,0.96790828,0.35188807,4,15,0,162.65252,49.743482,1.2252153,5.0674562,1.2252153
-160.25626,0.97546045,0.35188807,4,15,0,162.23418,50.542745,0.50111821,6.2398538,0.50111821
-158.50739,0.95868275,0.35188807,4,15,0,161.07419,53.300501,-3.1154304,4.8623914,-3.1154304
-158.71778,0.98678579,0.35188807,2,3,0,158.7836,52.638922,-3.7795882,4.7876393,-3.7795882
-159.01851,0.93281362,0.35188807,2,3,0,159.88139,52.957775,-2.9273204,4.4763013,-2.9273204
-158.36578,0.99478241,0.35188807,3,7,0,159.56236,51.148608,-0.92863165,5.6345764,-0.92863165
-159.01162,0.8835117,0.35188807,3,7,0,159.9274,51.466266,-1.6862942,6.1025169,-1.6862942
-161.46951,0.9494179,0.35188807,3,7,0,162.6086,50.220041,-1.2711672,6.9069771,-1.2711672
-162.27207,0.91712764,0.35188807,2,3,0,163.02796,51.628716,0.063891598,6.784926,0.063891598
-161.12179,0.94650434,0.35188807,3,7,0,163.51538,52.973175,-1.1427339,5.0221797,-1.1427339
-160.56373,1,0.35188807,2,3,0,161.84314,51.565469,-3.9189016,5.4379739,-3.9189016
-161.77057,0.86751081,0.35188807,2,5,0,162.90504,51.349358,-4.0487487,5.1882409,-4.0487487
-159.06254,0.99607541,0.35188807,2,7,0,161.78954,53.712737,-3.1030555,5.1192829,-3.1030555
-159.31917,0.98535376,0.35188807,3,7,0,160.61472,52.879391,-2.3005256,4.5415395,-2.3005256
-161.23927,0.95776545,0.35188807,2,3,0,161.4984,52.619792,-3.9717621,4.1899765,-3.9717621
-160.02465,1,0.35188807,2,3,0,161.55799,52.833959,-2.6260315,4.2493589,-2.6260315
-158.46094,0.94404415,0.35188807,3,7,0,161.04541,50.705247,-0.96721586,5.7001496,-0.96721586
-159.91666,0.94831376,0.35188807,4,15,0,162.96056,54.76398,-5.1162615,4.9004652,-5.1162615
-158.58169,0.97934225,0.35188807,4,15,0,161.19714,51.144127,-1.6030697,5.8565779,-1.6030697
-159.39738,0.90148434,0.35188807,2,7,0,160.15649,52.471661,-1.2536203,5.5376789,-1.2536203
-160.75521,0.96227883,0.35188807,4,15,0,163.61087,49.007515,2.055263,5.7544981,2.055263
-160.23872,0.99943381,0.35188807,3,7,0,161.28587,48.980904,1.6660704,5.534957,1.6660704
-161.66299,0.66561867,0.35188807,2,3,0,162.92325,48.021719,0.78064837,5.4389925,0.78064837
-164.03789,0.58752914,0.35188807,1,1,0,164.11535,47.617826,0.26025306,5.3727503,0.26025306
-157.92212,1,0.35188807,3,11,0,163.5779,51.627626,-2.1822167,5.3356999,-2.1822167
-157.83965,0.92247327,0.35188807,2,3,0,158.54414,52.147936,-2.3666618,5.2748618,-2.3666618
-157.91753,0.96540622,0.35188807,2,7,0,159.6586,51.675066,-2.1544083,4.9629603,-2.1544083
-158.92426,0.89655225,0.35188807,3,15,0,159.52196,53.126612,-4.4337616,5.0182921,-4.4337616
-158.28279,1,0.35188807,2,3,0,158.99169,53.119247,-3.8413862,5.0623978,-3.8413862
-159.23325,0.98865938,0.35188807,3,7,0,159.38401,54.298324,-4.7301629,5.3156217,-4.7301629
-159.37182,0.99882723,0.35188807,2,3,0,159.45655,54.367711,-5.0119191,5.2720959,-5.0119191
-161.20741,0.85499758,0.35188807,3,15,0,162.99833,52.709082,-1.7567578,6.6184646,-1.7567578
-158.7079,0.9926263,0.35188807,3,7,0,161.44375,52.13518,-2.8899602,5.8650051,-2.8899602
-165.09689,0.91333318,0.35188807,4,15,0,168.64284,46.269376,3.8165873,7.2686276,3.8165873
-165.38456,0.91732017,0.35188807,3,7,0,166.80923,45.940643,2.4737206,6.7415988,2.4737206
-161.80619,0.97079223,0.35188807,2,7,0,167.32732,47.912724,1.077319,6.3231981,1.077319
-158.10068,0.89162406,0.35188807,3,7,0,163.50341,52.452088,-3.1995068,5.3608268,-3.1995068
-158.3147,0.99705736,0.35188807,4,15,0,158.78398,50.906284,-1.0104279,5.6296634,-1.0104279
-158.6752,0.98554888,0.35188807,3,11,0,159.43849,51.518518,-1.7708226,4.553222,-1.7708226
-158.69279,0.97021718,0.35188807,3,7,0,160.14605,53.295102,-3.9707229,4.7180314,-3.9707229
-158.50951,0.86571547,0.35188807,3,7,0,159.71402,51.513022,-2.7744613,5.1279515,-2.7744613
-160.84043,0.97591945,0.35188807,3,7,0,162.28083,48.803839,1.4542483,4.9629153,1.4542483
-159.66793,0.90232501,0.35188807,2,3,0,161.69436,49.289043,0.9142686,5.1886943,0.9142686
-157.96039,0.99104277,0.35188807,3,15,0,160.45358,51.959391,-2.6243378,5.3383882,-2.6243378
-157.99309,0.95039081,0.35188807,2,3,0,158.42561,52.06613,-1.7949412,5.2145638,-1.7949412
-158.08798,0.99887457,0.35188807,3,7,0,158.25834,50.912886,-1.2132766,5.3784691,-1.2132766
-158.47607,0.9693198,0.35188807,2,3,0,158.49484,51.143066,-0.60528192,5.5070012,-0.60528192
-158.20556,0.98958759,0.35188807,2,3,0,158.60114,51.192321,-1.007248,5.5102217,-1.007248
-158.2055,0.97791007,0.35188807,3,7,0,160.49368,51.594118,-1.7706243,4.7378003,-1.7706243
-158.22299,0.99465031,0.35188807,4,15,0,158.57139,51.321255,-1.2988257,5.6184418,-1.2988257
-157.90547,0.99681316,0.35188807,2,7,0,158.52602,51.436139,-1.9182502,5.2799777,-1.9182502
-158.81264,0.94504705,0.35188807,2,7,0,159.6535,51.007736,-0.29686323,5.6390871,-0.29686323
-158.25098,1,0.35188807,2,3,0,158.83667,50.708213,-1.2368006,5.4326074,-1.2368006
-158.22319,1,0.35188807,1,1,0,158.26372,50.749169,-1.2245208,5.4444504,-1.2245208
-158.50655,0.98102643,0.35188807,3,7,0,158.62043,50.951492,-0.37853685,5.1774549,-0.37853685
-158.84862,0.92016719,0.35188807,1,1,0,158.87904,51.121942,-0.23692603,5.1619672,-0.23692603
