# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = continuous_model
# start_datetime = 2026-04-29 08:16:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_continuous.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_161628/continuous/continuous-202604291616-3-245f8a.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_161628/continuous/continuous-profile-202604291616-3-31d97b.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=continuous_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_trt,sigma,mean_difference
-1559.0803,0.93051103,0.55885422,2,3,0,1559.1654,63.181721,-8.0677648,8.6658123,-8.0677648
-1558.688,0.99481812,0.55885422,3,7,0,1559.45,63.073677,-8.5861777,7.9163404,-8.5861777
-1559.5449,0.96015313,0.55885422,3,7,0,1560.5672,63.667647,-9.4856318,8.7357647,-9.4856318
-1561.0751,0.74943782,0.55885422,2,3,0,1561.8823,63.378035,-10.199281,8.6437156,-10.199281
-1560.1368,0.98261001,0.55885422,2,7,0,1561.6894,64.15391,-8.7612016,8.3753808,-8.7612016
-1559.3857,0.98131509,0.55885422,2,7,0,1561.8385,63.28815,-8.6298016,8.7927226,-8.6298016
-1558.7434,1,0.55885422,3,7,0,1559.529,62.996468,-8.6281572,7.9312095,-8.6281572
-1558.9373,0.99520129,0.55885422,2,7,0,1559.835,64.052834,-9.5430755,8.3528643,-9.5430755
-1557.9085,0.9996163,0.55885422,2,7,0,1558.9889,63.097206,-8.781554,8.2840209,-8.781554
-1558.6306,0.78015123,0.55885422,1,3,0,1559.4667,63.478085,-8.1513496,8.3408279,-8.1513496
-1558.7731,0.92269442,0.55885422,2,7,0,1560.6463,63.950663,-9.3804862,8.1156961,-9.3804862
-1558.6057,0.96997699,0.55885422,2,7,0,1559.3178,63.241127,-9.4074696,8.1531953,-9.4074696
-1558.1756,0.98269801,0.55885422,2,3,0,1558.9917,63.321461,-8.7915901,8.0164752,-8.7915901
-1559.5437,0.85955348,0.55885422,3,7,0,1561.8043,63.833671,-9.0831644,8.7121441,-9.0831644
-1558.6625,0.93063562,0.55885422,3,7,0,1560.9014,62.691541,-8.3493474,8.1044432,-8.3493474
-1558.6387,0.87331899,0.55885422,2,7,0,1560.0825,63.212274,-7.8550197,8.2009004,-7.8550197
-1559.2901,0.98032405,0.55885422,2,7,0,1559.7017,63.120183,-9.154313,8.6841024,-9.154313
-1558.1847,1,0.55885422,3,7,0,1559.2535,63.426667,-8.5343043,8.074091,-8.5343043
-1558.1847,0.6815625,0.55885422,2,7,0,1562.6958,63.426667,-8.5343043,8.074091,-8.5343043
-1557.9789,0.98124089,0.55885422,2,7,0,1558.4145,63.210517,-9.0301173,8.2789385,-9.0301173
-1557.9082,0.99289885,0.55885422,3,7,0,1558.3423,63.191778,-8.9186571,8.2217929,-8.9186571
-1559.1874,0.92134943,0.55885422,3,7,0,1559.4643,64.086267,-9.5315529,8.4538847,-9.5315529
-1559.9738,0.93684264,0.55885422,3,7,0,1561.2907,63.201225,-9.1464334,8.8376797,-9.1464334
-1560.8055,0.92718124,0.55885422,2,7,0,1566.9991,64.097887,-10.172601,8.7406034,-10.172601
-1563.4343,0.85547935,0.55885422,3,7,0,1565.2597,63.922549,-9.5102179,7.4686641,-9.5102179
-1559.4273,0.82083327,0.55885422,2,3,0,1565.1073,63.605402,-8.3323709,7.9340315,-8.3323709
-1560.338,0.87892018,0.55885422,3,7,0,1562.2492,64.009826,-8.723372,8.6744927,-8.723372
-1560.8283,0.92545369,0.55885422,2,3,0,1562.2163,63.549732,-10.442934,8.2722677,-10.442934
-1560.1358,0.99761973,0.55885422,3,7,0,1561.7746,62.134602,-7.5652911,8.2815618,-7.5652911
-1560.1349,0.83597006,0.55885422,3,7,0,1561.7851,63.744789,-10.371237,8.3197264,-10.371237
-1559.7494,1,0.55885422,2,3,0,1560.5615,64.269165,-9.881127,8.4106683,-9.881127
-1561.9589,0.91965221,0.55885422,2,3,0,1562.0823,64.397657,-10.983199,8.2536482,-10.983199
-1558.4492,0.89079126,0.55885422,3,7,0,1563.4938,63.578658,-8.6552089,8.0377583,-8.6552089
-1562.0787,0.69788918,0.55885422,2,3,0,1562.589,62.557557,-9.3254292,7.9557702,-9.3254292
-1562.0577,0.98378344,0.55885422,2,3,0,1563.5164,63.562668,-7.2784175,8.5274543,-7.2784175
-1559.633,0.99329563,0.55885422,2,7,0,1562.308,62.982828,-9.0621854,8.722323,-9.0621854
-1560.2678,0.93060819,0.55885422,2,7,0,1561.4935,63.18546,-8.4127497,8.9249031,-8.4127497
-1560.53,0.94943636,0.55885422,2,3,0,1561.8445,63.694263,-8.8828592,8.9131074,-8.8828592
-1559.0073,0.88193766,0.55885422,2,7,0,1562.5823,63.410848,-9.768877,8.2140404,-9.768877
-1563.076,0.614432,0.55885422,2,7,0,1564.8229,63.59303,-7.0811832,8.486564,-7.0811832
-1560.5564,0.9704489,0.55885422,3,7,0,1564.3483,63.697833,-7.8187205,8.1494702,-7.8187205
-1558.6501,0.99552483,0.55885422,2,7,0,1561.3513,63.208746,-8.7373951,8.6470623,-8.7373951
-1558.311,0.96895454,0.55885422,3,7,0,1560.1437,63.299454,-8.9591794,8.5439856,-8.9591794
-1558.3705,0.89762314,0.55885422,3,7,0,1559.5348,63.080653,-7.9874996,8.4447102,-7.9874996
-1558.5051,0.96048639,0.55885422,2,7,0,1559.9826,63.772049,-9.115854,8.4756739,-9.115854
-1559.2836,0.94513705,0.55885422,3,15,0,1559.7541,63.139887,-9.2395271,7.9187143,-9.2395271
-1558.8626,1,0.55885422,1,1,0,1559.2653,63.208757,-9.1453163,7.9407007,-9.1453163
-1558.9621,0.73419213,0.55885422,2,3,0,1561.0489,63.031382,-9.3554159,8.2592467,-9.3554159
-1558.4766,0.9624479,0.55885422,1,3,0,1560.6644,63.632958,-9.5838125,8.1477378,-9.5838125
-1560.4219,0.73342901,0.55885422,2,3,0,1561.2544,63.5118,-9.9115422,7.8577902,-9.9115422
-1558.3907,1,0.55885422,2,7,0,1560.3295,63.592483,-8.6245325,8.081048,-8.6245325
-1557.9482,0.98755074,0.55885422,2,3,0,1558.5221,63.480505,-8.9105748,8.1349003,-8.9105748
-1559.1427,0.93606029,0.55885422,3,7,0,1559.6024,63.204753,-8.8320901,8.7410746,-8.8320901
-1558.0089,0.97645733,0.55885422,3,7,0,1560.376,63.41617,-8.7330846,8.4394116,-8.7330846
-1561.1211,0.75944938,0.55885422,3,7,0,1562.1802,64.463008,-9.5118502,8.0142315,-9.5118502
-1559.202,0.96123591,0.55885422,3,7,0,1562.4886,62.5571,-8.5954409,8.3178649,-8.5954409
-1559.7089,0.97574977,0.55885422,3,7,0,1560.5516,63.352053,-9.8829528,8.5067895,-9.8829528
-1558.9871,0.98846091,0.55885422,3,7,0,1560.672,63.420552,-7.9509538,8.4118607,-7.9509538
-1558.5433,0.86035388,0.55885422,1,3,0,1560.7541,62.71339,-8.3027983,8.4506698,-8.3027983
-1559.6864,0.74477174,0.55885422,2,5,0,1561.84,63.02108,-9.1444787,7.8721173,-9.1444787
-1559.0715,1,0.55885422,3,7,0,1560.3716,63.132292,-7.6201583,8.1752594,-7.6201583
-1558.756,0.99315558,0.55885422,3,7,0,1559.5064,63.947207,-9.2512083,8.4150924,-9.2512083
-1558.0662,0.90240124,0.55885422,3,7,0,1559.745,63.612548,-8.7984362,8.2214588,-8.7984362
-1557.8764,0.99059108,0.55885422,2,7,0,1558.2998,63.320334,-8.6521681,8.38921,-8.6521681
-1559.7325,0.65852967,0.55885422,2,3,0,1560.3928,63.849034,-8.2730968,8.3181115,-8.2730968
-1558.2147,0.96184096,0.55885422,1,3,0,1560.6318,63.584504,-8.8543549,8.0735248,-8.8543549
-1558.0481,0.97502157,0.55885422,3,7,0,1558.8569,63.10411,-8.2085308,8.1485821,-8.2085308
-1558.2459,0.99626309,0.55885422,2,3,0,1558.3475,62.852274,-8.0611857,8.1541002,-8.0611857
-1558.644,0.92781342,0.55885422,3,7,0,1558.9221,63.873327,-9.0968328,8.4285723,-9.0968328
-1558.5816,0.94716863,0.55885422,3,7,0,1561.0292,63.083711,-7.8818424,8.4685461,-7.8818424
-1558.2589,0.89136979,0.55885422,1,3,0,1559.8268,62.871314,-8.6666455,8.3337523,-8.6666455
-1558.8468,0.91436549,0.55885422,2,7,0,1559.6316,63.331672,-8.2224959,7.9520135,-8.2224959
-1558.8465,0.96907784,0.55885422,3,7,0,1559.8693,63.40769,-8.1549123,8.5411542,-8.1549123
-1557.8556,0.98361522,0.55885422,3,7,0,1559.2817,63.256242,-8.9408856,8.2871183,-8.9408856
-1561.3662,0.6933799,0.55885422,2,3,0,1562.4514,64.330919,-9.770585,8.8038623,-9.770585
-1560.599,0.98569628,0.55885422,3,7,0,1564.1522,64.228256,-10.17676,7.9520606,-10.17676
-1558.1083,1,0.55885422,3,7,0,1560.5846,63.231027,-8.5744283,8.4986921,-8.5744283
-1558.4185,0.95426449,0.55885422,2,7,0,1558.8579,62.880902,-8.5171686,8.5031974,-8.5171686
-1558.5971,0.80630677,0.55885422,3,7,0,1561.3393,63.492721,-9.3580611,8.5485383,-9.3580611
-1558.7763,0.83281228,0.55885422,3,7,0,1561.942,63.390762,-8.2458208,7.9866223,-8.2458208
-1559.605,0.85445745,0.55885422,1,1,0,1559.677,63.410025,-8.0254409,7.9139056,-8.0254409
-1559.7925,0.9306849,0.55885422,2,5,0,1562.6924,62.76778,-8.107722,8.7992661,-8.107722
-1560.6879,0.96448407,0.55885422,2,3,0,1561.1882,62.590481,-7.5822635,8.85995,-7.5822635
-1559.1673,1,0.55885422,3,7,0,1561.6179,63.586648,-9.1601062,7.8490487,-9.1601062
-1559.0108,0.99810764,0.55885422,3,7,0,1560.0739,63.765319,-9.5859481,8.5802099,-9.5859481
-1559.6513,0.88469968,0.55885422,2,7,0,1561.1927,63.509385,-8.0119686,8.6115046,-8.0119686
-1558.1364,0.99955553,0.55885422,3,7,0,1559.8221,62.830341,-8.304892,8.2276043,-8.304892
-1558.0476,1,0.55885422,2,3,0,1558.1963,62.92973,-8.1386032,8.2378348,-8.1386032
-1561.6579,0.7753643,0.55885422,2,7,0,1562.4471,62.417733,-6.4855229,8.4672286,-6.4855229
-1559.3146,0.73395227,0.55885422,3,7,0,1565.2066,63.906915,-9.5197068,8.6258552,-9.5197068
-1560.0949,0.91460595,0.55885422,2,3,0,1560.6709,64.2905,-9.5348901,8.5342716,-9.5348901
-1561.0692,0.76336321,0.55885422,3,7,0,1563.6613,62.52863,-9.2601513,8.3839676,-9.2601513
-1558.2123,1,0.55885422,2,3,0,1560.9348,62.936733,-8.0209466,8.3934929,-8.0209466
-1558.7892,0.94372886,0.55885422,2,3,0,1559.1995,62.879195,-8.1951271,8.6245455,-8.1951271
-1559.4951,0.96130865,0.55885422,2,7,0,1560.145,63.318531,-8.6740681,7.7695847,-8.6740681
-1559.0749,0.98436697,0.55885422,2,3,0,1560.1063,63.01005,-8.4352709,7.855614,-8.4352709
-1558.5831,1,0.55885422,2,3,0,1559.0741,62.985541,-8.4202772,7.9556615,-8.4202772
-1558.8863,0.9959436,0.55885422,3,7,0,1559.2067,62.883176,-8.1532364,8.6456377,-8.1532364
-1558.4598,0.95612821,0.55885422,3,7,0,1561.2278,63.632049,-8.9871831,8.5360257,-8.9871831
-1557.9223,0.95507544,0.55885422,2,7,0,1560.8223,63.111365,-8.3500361,8.3711201,-8.3500361
-1559.3374,0.84706382,0.55885422,2,3,0,1559.527,63.105056,-7.6310351,8.5559276,-7.6310351
-1559.1971,0.95969002,0.55885422,3,7,0,1560.2274,63.096318,-9.5290059,8.2526237,-9.5290059
-1558.013,0.91547938,0.55885422,1,3,0,1559.9317,63.617457,-8.9144553,8.2287936,-8.9144553
-1557.9542,0.99996605,0.55885422,3,7,0,1558.0575,63.081726,-8.2342297,8.2059581,-8.2342297
-1559.4339,0.85785097,0.55885422,2,3,0,1560.0819,63.196009,-8.7682089,7.7837018,-8.7682089
-1559.5032,0.97450621,0.55885422,2,5,0,1560.4448,63.328103,-8.5868892,8.8072658,-8.5868892
-1559.3715,0.93688687,0.55885422,2,7,0,1561.4477,62.922213,-7.3699453,8.4209467,-7.3699453
-1558.1867,0.91499482,0.55885422,2,7,0,1561.7693,62.888368,-8.3210972,8.119403,-8.3210972
-1558.1791,0.98713247,0.55885422,3,7,0,1558.3885,63.43413,-9.3800311,8.2615981,-9.3800311
-1558.4722,0.98653305,0.55885422,2,7,0,1559.0999,63.80749,-9.5916363,8.2848836,-9.5916363
-1560.4128,0.85392318,0.55885422,3,7,0,1560.6726,63.855302,-10.357262,8.0366359,-10.357262
-1558.3363,1,0.55885422,3,7,0,1561.2841,63.274184,-8.6604834,8.5721697,-8.6604834
-1559.9449,0.83666117,0.55885422,3,7,0,1561.7447,62.202538,-7.7079913,8.434837,-7.7079913
-1560.6696,0.85359565,0.55885422,2,3,0,1562.0535,62.491363,-6.7807338,8.4223388,-6.7807338
-1559.3959,0.99230937,0.55885422,3,7,0,1560.9226,62.497646,-7.294323,8.3072245,-7.294323
-1559.8517,0.93295886,0.55885422,2,3,0,1560.0378,62.709924,-7.0780397,8.2980883,-7.0780397
-1558.1808,0.98902202,0.55885422,2,7,0,1562.0617,63.451852,-9.3828351,8.3100693,-9.3828351
-1558.82,0.95999141,0.55885422,2,3,0,1559.0769,63.587822,-8.8125009,8.6351904,-8.8125009
-1558.6103,0.93473321,0.55885422,2,5,0,1560.8321,62.936161,-7.9904354,8.0155066,-7.9904354
-1558.3524,0.97518651,0.55885422,2,7,0,1559.4764,63.707604,-9.5395983,8.3114307,-9.5395983
-1558.3177,0.94425815,0.55885422,2,7,0,1559.4862,62.892007,-7.8720935,8.2200426,-7.8720935
-1561.1514,0.858971,0.55885422,2,3,0,1561.588,61.997029,-6.9750665,8.1887072,-6.9750665
-1560.5745,0.89065052,0.55885422,3,7,0,1563.827,64.41872,-9.7988094,8.5441586,-9.7988094
-1561.8857,0.9147836,0.55885422,2,3,0,1562.8611,64.380132,-9.8776036,8.8607526,-9.8776036
-1558.1693,1,0.55885422,3,7,0,1562.2143,62.865974,-8.5725964,8.2844893,-8.5725964
-1558.1608,0.98836643,0.55885422,3,7,0,1558.6578,63.703461,-9.306753,8.2256957,-9.306753
-1558.9919,0.84574654,0.55885422,2,3,0,1559.2882,63.933974,-8.912525,8.1243682,-8.912525
-1558.9897,0.98198256,0.55885422,2,3,0,1559.41,63.22631,-9.5136652,8.0993189,-9.5136652
-1558.2071,0.99256284,0.55885422,2,3,0,1559.3516,63.68069,-9.4189068,8.2528188,-9.4189068
-1560.9027,0.83797791,0.55885422,2,3,0,1561.2865,64.204213,-10.211061,8.7164416,-10.211061
-1560.8232,0.99991065,0.55885422,3,7,0,1561.063,64.149778,-10.157804,8.734202,-10.157804
-1560.5464,0.95734293,0.55885422,2,7,0,1563.2702,62.986227,-8.1406421,7.6795005,-8.1406421
-1565.232,0.70068078,0.55885422,2,3,0,1566.322,62.3621,-8.0402103,7.4277428,-8.0402103
-1559.0936,0.80021276,0.55885422,2,3,0,1567.8682,62.810414,-8.8956727,8.0555459,-8.8956727
-1558.6021,1,0.55885422,1,1,0,1559.061,62.861029,-8.7509558,8.0883217,-8.7509558
-1559.8802,0.89994984,0.55885422,3,7,0,1561.047,64.275326,-9.3430283,8.1735717,-9.3430283
-1559.0912,0.98065548,0.55885422,2,7,0,1560.9165,62.835702,-8.8261383,8.5866165,-8.8261383
-1558.8325,0.99881053,0.55885422,3,7,0,1560.2129,63.076172,-7.6483031,8.3367217,-7.6483031
-1559.593,0.9008211,0.55885422,2,7,0,1561.5696,63.370867,-9.9232893,8.1727953,-9.9232893
-1558.9646,1,0.55885422,3,7,0,1560.0207,62.850158,-7.5297526,8.431997,-7.5297526
-1558.4813,0.99712891,0.55885422,2,7,0,1559.674,63.53207,-9.5982543,8.1976919,-9.5982543
-1559.0756,0.9928759,0.55885422,3,7,0,1559.5271,62.478974,-7.9705553,8.4557336,-7.9705553
-1559.3569,0.92472272,0.55885422,3,7,0,1560.6904,64.09904,-9.0888294,8.3909632,-9.0888294
-1560.7523,0.71141784,0.55885422,2,3,0,1562.8556,63.092334,-9.737543,8.7002836,-9.737543
-1558.1195,1,0.55885422,2,3,0,1560.3307,63.521711,-8.7640755,8.4419305,-8.7640755
-1558.5325,0.87565437,0.55885422,1,3,0,1559.43,63.597427,-8.3792834,8.2263024,-8.3792834
-1559.2253,0.89881812,0.55885422,2,3,0,1559.3839,63.077023,-9.5182368,8.3078624,-9.5182368
-1558.4905,0.81605772,0.55885422,2,7,0,1561.3196,63.872641,-9.0868477,8.2657371,-9.0868477
-1558.3926,0.99239151,0.55885422,2,3,0,1558.8263,63.377912,-9.3774349,8.1125675,-9.3774349
-1558.1919,0.99248347,0.55885422,3,11,0,1558.6885,63.224884,-8.5499393,8.5254648,-8.5499393
-1558.1919,0.73690502,0.55885422,2,7,0,1564.5168,63.224884,-8.5499393,8.5254648,-8.5499393
-1558.6092,0.93124972,0.55885422,2,7,0,1559.0771,63.142486,-9.1211664,8.5306574,-9.1211664
-1559.1366,0.95275568,0.55885422,2,7,0,1560.3168,63.183085,-7.8157032,8.0068184,-7.8157032
-1558.1701,1,0.55885422,2,7,0,1559.0214,62.939954,-8.6604829,8.1555998,-8.6604829
-1559.0798,0.91776673,0.55885422,3,7,0,1559.4676,62.598568,-8.6116009,8.2327782,-8.6116009
-1558.6674,0.98855563,0.55885422,3,7,0,1559.8907,63.054645,-9.2580969,8.3016599,-9.2580969
-1558.695,0.99088743,0.55885422,2,7,0,1559.6071,63.812219,-9.2893091,8.0256896,-9.2893091
-1559.1805,0.94969812,0.55885422,2,3,0,1559.4252,63.750279,-9.758925,7.9923403,-9.758925
-1557.8569,1,0.55885422,2,3,0,1559.3351,63.366378,-8.8875058,8.1613463,-8.8875058
-1558.1559,0.92787737,0.55885422,2,5,0,1558.4202,63.051649,-8.9391289,8.3262494,-8.9391289
-1558.9539,0.94694125,0.55885422,2,7,0,1559.9363,62.626849,-7.8943856,8.0439723,-7.8943856
-1560.4986,0.80563107,0.55885422,2,3,0,1562.36,62.47963,-7.3099914,7.9043706,-7.3099914
-1561.8647,0.57124909,0.55885422,2,3,0,1563.8413,62.178255,-8.4115443,7.9416507,-8.4115443
-1564.6423,0.81132918,0.55885422,3,7,0,1566.0427,63.375259,-6.68928,8.7738599,-6.68928
-1560.4696,1,0.55885422,2,3,0,1564.2566,62.450231,-8.6509411,8.6483749,-8.6509411
-1559.9619,1,0.55885422,2,3,0,1561.0528,63.019126,-7.2074962,8.3630939,-7.2074962
-1558.3545,1,0.55885422,3,7,0,1559.8742,62.851794,-8.4534618,8.4687591,-8.4534618
-1559.858,0.88965214,0.55885422,2,3,0,1560.1715,62.509791,-8.5127885,8.6154234,-8.5127885
-1558.3861,0.99253982,0.55885422,2,7,0,1560.3736,63.547973,-8.7516066,8.5259347,-8.7516066
-1559.0465,0.95183753,0.55885422,3,7,0,1560.5937,62.776834,-7.7327723,8.0026955,-7.7327723
-1558.7514,0.94034447,0.55885422,3,7,0,1560.0085,62.910614,-8.4357136,8.6250991,-8.4357136
-1559.4272,0.83641767,0.55885422,2,7,0,1560.596,63.466999,-8.0500173,8.6078819,-8.0500173
-1558.9404,1,0.55885422,3,7,0,1559.7773,63.712268,-8.462138,8.1012928,-8.462138
-1558.915,0.97789062,0.55885422,3,7,0,1560.1786,63.058956,-7.659576,8.4423008,-7.659576
-1558.1252,0.99671193,0.55885422,2,7,0,1559.7024,63.267651,-9.1643832,8.1699044,-9.1643832
-1558.3811,0.98443814,0.55885422,2,7,0,1559.2056,62.894159,-7.8848319,8.1541772,-7.8848319
-1558.2538,0.94717971,0.55885422,2,7,0,1559.7932,63.374219,-8.2505327,8.1711183,-8.2505327
-1558.8319,0.96239009,0.55885422,2,3,0,1559.02,63.326716,-7.8962962,8.1761079,-7.8962962
-1558.0741,0.99633755,0.55885422,2,7,0,1559.2556,63.297876,-8.8753086,8.477291,-8.8753086
-1558.0081,0.98220458,0.55885422,2,5,0,1558.3047,63.483355,-8.5611049,8.2718193,-8.5611049
-1558.5836,0.99115466,0.55885422,2,7,0,1558.6954,62.605046,-8.1060305,8.2885579,-8.1060305
-1558.224,0.98625785,0.55885422,2,3,0,1558.7303,62.776267,-8.1148059,8.2609496,-8.1148059
-1558.4171,0.97942688,0.55885422,3,7,0,1558.8771,63.656502,-9.5103139,8.4120222,-9.5103139
-1558.4136,0.93790995,0.55885422,2,7,0,1559.581,62.930276,-7.8768049,8.1392683,-7.8768049
-1558.2565,1,0.55885422,2,3,0,1558.516,63.056113,-8.0245122,8.1348188,-8.0245122
-1558.1537,0.79140051,0.55885422,3,7,0,1559.9362,63.177404,-8.8855635,8.0654869,-8.8855635
-1558.4159,0.97789827,0.55885422,2,7,0,1558.7437,63.792267,-8.9602102,8.1693063,-8.9602102
-1559.1381,0.93065234,0.55885422,3,7,0,1560.2905,62.452876,-7.9956271,8.1564083,-7.9956271
-1558.7866,0.9944574,0.55885422,3,7,0,1559.978,63.337118,-8.2214664,7.9684161,-8.2214664
-1560.143,0.90946209,0.55885422,2,3,0,1560.4497,63.35351,-7.6684592,7.9735095,-7.6684592
-1559.6224,0.90261866,0.55885422,2,3,0,1561.7374,62.479785,-8.6139421,8.2275402,-8.6139421
-1557.9388,0.95699903,0.55885422,3,7,0,1561.1492,63.504957,-9.1438931,8.3096914,-9.1438931
-1558.1114,0.97574877,0.55885422,3,7,0,1558.4455,63.067392,-8.1387969,8.4004828,-8.1387969
-1558.1406,0.9145662,0.55885422,1,3,0,1558.8526,62.91201,-8.6618049,8.2881381,-8.6618049
-1558.0263,0.99210765,0.55885422,2,7,0,1558.8065,63.577255,-9.143425,8.1634758,-9.143425
-1558.1904,0.95743915,0.55885422,2,7,0,1559.357,62.945197,-7.9623303,8.3101018,-7.9623303
-1558.6438,0.85324125,0.55885422,2,7,0,1560.4289,62.941116,-8.6277513,8.5869142,-8.6277513
-1558.4369,0.97382538,0.55885422,3,7,0,1559.2316,63.24454,-9.3755365,8.2713232,-9.3755365
-1557.8596,1,0.55885422,2,3,0,1558.4273,63.412304,-9.0227303,8.3110538,-9.0227303
-1558.5714,0.88749659,0.55885422,3,7,0,1559.4186,62.783102,-8.701522,8.1991937,-8.701522
-1558.5481,0.99943407,0.55885422,3,7,0,1558.8684,63.461315,-8.2399665,8.1206292,-8.2399665
-1558.8262,0.89791028,0.55885422,2,3,0,1560.3185,63.781166,-8.9393614,7.9987492,-8.9393614
-1560.2532,0.86787333,0.55885422,2,3,0,1561.3917,63.585392,-9.6296173,7.7687198,-9.6296173
-1560.0947,0.94482513,0.55885422,2,3,0,1560.9577,63.910911,-9.1788076,7.8012521,-9.1788076
-1558.5032,0.99972169,0.55885422,2,3,0,1560.5525,63.524149,-9.6039734,8.1924746,-9.6039734
-1558.5617,1,0.55885422,2,3,0,1558.7485,63.903349,-9.3095712,8.1725989,-9.3095712
-1558.9119,0.92818552,0.55885422,2,3,0,1559.464,63.941043,-9.2542218,8.0568384,-9.2542218
-1558.4737,0.94267882,0.55885422,3,7,0,1559.827,63.743855,-9.005741,8.4727664,-9.005741
-1559.3288,0.99125204,0.55885422,3,7,0,1559.6124,63.883793,-10.103975,8.2387322,-10.103975
-1558.7947,0.84690098,0.55885422,2,5,0,1562.3395,62.787609,-8.7506937,8.472003,-8.7506937
