# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = binary_model
# start_datetime = 2026-04-29 06:59:01 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_binary.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145900/binary/binary-202604291459-2-808171.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145900/binary/binary-profile-202604291459-2-2e385e.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=binary_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_trt,odds_ratio
-31.55296,0.98321099,0.39858304,2,7,0,32.197513,-0.59141499,0.22736743,1.255291
-30.8495,0.99822645,0.39858304,2,7,0,31.959192,-0.37667334,-0.35235679,0.70302924
-31.660094,0.98485299,0.39858304,3,11,0,31.695003,0.3281074,-1.2723851,0.2801626
-32.47854,0.97053963,0.39858304,2,3,0,32.605858,0.70238355,-1.4738987,0.22903082
-32.251558,1,0.39858304,2,3,0,32.508661,0.63370848,-1.3890784,0.24930497
-31.561815,0.69883023,0.39858304,3,7,0,35.009977,0.1805186,-0.59180104,0.55332982
-31.279104,0.94502673,0.39858304,2,3,0,32.177702,0.22892335,-0.88229911,0.41383038
-30.872727,0.99214335,0.39858304,3,15,0,31.626423,-0.12196901,-0.57002814,0.56550953
-35.054112,0.93873528,0.39858304,3,15,0,35.502643,1.2407603,-2.2550503,0.10486827
-37.247996,0.640934,0.39858304,3,7,0,38.581866,1.4787848,-1.5963994,0.20262478
-34.032345,1,0.39858304,3,7,0,37.585986,0.1813228,-0.076532939,0.9263224
-33.220614,1,0.39858304,1,1,0,34.301239,0.16046914,-0.17509832,0.83937449
-32.167632,1,0.39858304,1,1,0,33.180467,0.018984439,-0.20225776,0.81688434
-33.043882,0.99516452,0.39858304,3,15,0,34.290284,0.62625479,-1.8021203,0.16494877
-31.690468,0.97855937,0.39858304,2,3,0,33.261573,0.43180941,-1.1089841,0.32989392
-31.060334,0.99251793,0.39858304,2,7,0,32.346769,-0.16716694,-0.78971153,0.45397574
-32.279013,0.97390989,0.39858304,4,15,0,32.713959,0.64358519,-1.3096143,0.26992415
-31.823769,1,0.39858304,2,3,0,32.365154,0.48468578,-1.2294876,0.29244239
-32.443569,0.96192458,0.39858304,2,3,0,32.717432,0.60743166,-1.5848634,0.20497578
-32.79215,0.89472106,0.39858304,2,3,0,33.160875,0.73361232,-1.2018404,0.30064041
-32.065281,0.97082493,0.39858304,3,11,0,33.666922,-0.65171012,-0.60010541,0.54875379
-31.397862,0.99576591,0.39858304,2,7,0,32.097891,-0.64273883,-0.38718282,0.67896696
-31.053815,0.99635744,0.39858304,1,3,0,31.404567,-0.60830707,-0.21471814,0.8067688
-31.464457,0.96023933,0.39858304,2,3,0,31.5122,-0.33483002,3.2087362e-05,1.0000321
-31.413935,0.89156634,0.39858304,2,3,0,32.59246,-0.34076043,-0.77665023,0.45994414
-31.060974,1,0.39858304,2,3,0,31.345928,-0.25627549,-0.71299079,0.49017599
-31.243406,0.97522973,0.39858304,2,3,0,31.274238,0.024391803,-0.48916462,0.61313838
-30.920929,1,0.39858304,2,3,0,31.240775,-0.043686078,-0.66380418,0.51488887
-30.908816,1,0.39858304,1,1,0,30.919484,-0.058891215,-0.6659702,0.51377482
-31.149185,0.94423508,0.39858304,1,3,0,31.211406,0.010033081,-0.51695885,0.59633133
-31.335991,0.91527716,0.39858304,2,3,0,32.060012,0.18135355,-0.70381637,0.49469376
-32.156618,0.89972651,0.39858304,2,5,0,32.360157,0.21338625,-0.45696908,0.63319992
-32.169722,0.97795522,0.39858304,2,7,0,33.243835,-0.67104726,-0.60244426,0.54747184
-31.3382,0.97902307,0.39858304,2,5,0,33.089954,-0.8253195,0.08105095,1.0844261
-32.791868,0.9435842,0.39858304,2,7,0,33.278845,-1.0970582,0.81336216,2.2554785
-32.588386,0.9337091,0.39858304,3,9,0,34.113791,0.69599646,-1.2096296,0.29830776
-31.690981,0.93238159,0.39858304,3,15,0,33.781812,-0.90359875,-0.06478905,0.93726516
-31.662234,0.95500774,0.39858304,2,3,0,32.324719,-0.94453875,0.05381873,1.0552933
-31.363021,0.99996355,0.39858304,3,15,0,31.717249,0.019489418,-1.0568378,0.34755312
-31.883365,0.97582401,0.39858304,2,3,0,32.019096,0.055064682,-1.256274,0.28471289
-31.373918,0.99905483,0.39858304,3,7,0,31.840332,0.28639586,-1.0330054,0.35593564
-31.675946,0.98214925,0.39858304,2,3,0,31.680079,0.24026957,-1.2753238,0.2793405
-31.793517,0.88684483,0.39858304,3,7,0,33.716734,-0.88462457,-0.15399632,0.85727518
-31.491374,0.95883584,0.39858304,3,11,0,33.256158,0.22629657,-1.1863185,0.30534333
-32.814141,0.87001964,0.39858304,3,11,0,33.218259,-1.241857,0.13833748,1.148363
-32.814141,0.80308284,0.39858304,1,1,0,33.827831,-1.241857,0.13833748,1.148363
-31.593328,0.80384809,0.39858304,3,7,0,34.544447,-0.70025148,0.30161763,1.3520441
-31.375207,0.95785916,0.39858304,2,3,0,31.776565,-0.84555395,0.099226005,1.1043159
-31.344899,0.96814622,0.39858304,2,3,0,31.704571,-0.73601358,0.19847221,1.2195381
-31.759391,0.84809084,0.39858304,3,11,0,32.8032,0.45349158,-1.0926168,0.33533784
-32.937628,0.59973219,0.39858304,1,3,0,34.813072,-0.045166424,-1.4264851,0.24015155
-31.291103,0.99203571,0.39858304,3,7,0,32.737371,-0.31325178,-0.76021599,0.46756543
-30.948148,0.99648835,0.39858304,2,3,0,31.4361,-0.062040539,-0.76167294,0.4668847
-31.183493,0.98138554,0.39858304,2,3,0,31.192479,0.13279832,-0.71714776,0.48814257
-31.420089,0.98242592,0.39858304,3,7,0,31.464264,0.22437744,-0.73767397,0.47822499
-32.889517,0.94071384,0.39858304,2,7,0,34.718959,0.82281212,-1.5732719,0.2073656
-32.962825,0.98597524,0.39858304,2,3,0,33.252745,0.83478762,-1.6357392,0.19480832
-33.172988,0.99049417,0.39858304,1,1,0,33.179388,0.89340829,-1.6763279,0.18705962
-32.818761,0.87906216,0.39858304,1,3,0,34.358231,0.49398725,-1.7154784,0.17987764
-31.926871,0.99955066,0.39858304,4,15,0,33.040844,0.52355653,-1.1978722,0.30183576
-31.921567,0.99401614,0.39858304,2,3,0,32.023139,0.51197082,-1.1331283,0.32202429
-31.682804,1,0.39858304,2,3,0,31.894717,0.43011032,-1.1261056,0.32429374
-31.572393,0.99781961,0.39858304,2,3,0,31.740182,0.23160553,-1.2276559,0.29297854
-31.949695,0.83685671,0.39858304,3,7,0,33.032222,0.53271714,-1.2165856,0.29623993
-31.972445,1,0.39858304,2,3,0,32.205043,0.39008011,-1.4188476,0.24199273
-31.6175,0.93843063,0.39858304,3,7,0,32.59247,-0.35522209,-0.82748759,0.4371462
-31.494208,1,0.39858304,1,1,0,31.701483,-0.32208423,-0.82336878,0.43895044
-32.478429,0.78429933,0.39858304,2,5,0,33.974249,-0.72446372,-0.60886824,0.54396616
-31.359605,0.98397565,0.39858304,2,7,0,33.633673,-0.78867048,-0.095112416,0.90927071
-31.196716,0.9498921,0.39858304,2,3,0,31.588512,-0.61774234,0.088621853,1.0926674
-30.956038,0.9399263,0.39858304,2,7,0,31.707148,-0.38460668,-0.50600348,0.60290027
-31.293358,0.97691451,0.39858304,3,15,0,31.627238,-0.62280635,0.14263306,1.1533065
-32.269678,0.67241191,0.39858304,2,7,0,33.814908,-0.81741354,-0.42529976,0.65357384
-32.246384,0.99288888,0.39858304,2,3,0,32.702778,-0.20423471,0.062494082,1.0644882
-30.88127,0.99513239,0.39858304,1,3,0,32.175273,-0.42358432,-0.25052651,0.77839084
-30.895505,0.99887017,0.39858304,3,7,0,30.898804,-0.46411458,-0.28709637,0.7504394
-30.945892,0.99332494,0.39858304,3,11,0,30.968579,-0.17557855,-0.70719306,0.49302615
-31.193507,0.99695246,0.39858304,2,7,0,31.417808,0.18589996,-0.8884079,0.41131008
-31.783588,0.90838379,0.39858304,2,3,0,32.211888,0.28864602,-1.3300623,0.26446079
-31.862493,0.93476057,0.39858304,2,3,0,32.421853,0.11104426,-1.284542,0.27677731
-31.672383,0.97729411,0.39858304,3,15,0,32.285692,-0.78438851,-0.27838982,0.75700167
-31.365062,1,0.39858304,1,1,0,31.646842,-0.71023797,-0.25956616,0.77138617
-32.600699,0.71569399,0.39858304,2,7,0,34.719507,-0.55100532,0.44759436,1.5645439
-32.941751,0.93514784,0.39858304,2,3,0,33.422826,-0.97538372,-0.36271743,0.69578301
-31.343339,0.9485601,0.39858304,2,3,0,33.667566,-0.61861223,-0.39891694,0.67104644
-32.59849,0.93386911,0.39858304,3,15,0,35.041237,-1.0849593,-0.089741654,0.91416733
-32.137,1,0.39858304,1,1,0,32.593917,-1.0495173,0.016490749,1.0166275
-32.323519,1,0.39858304,3,11,0,32.722576,0.21751973,-1.4726735,0.2293116
-31.131751,0.97864423,0.39858304,3,11,0,32.546936,-0.69234583,-0.0040573255,0.99595089
-31.538601,0.98146814,0.39858304,2,7,0,32.330572,-0.86788241,0.30552684,1.3573399
-32.314542,0.99028497,0.39858304,3,7,0,32.431752,-1.2311913,0.54779921,1.7294427
-32.087487,0.96110308,0.39858304,2,3,0,32.73617,-1.0869524,0.5582935,1.7476875
-31.836392,0.95510779,0.39858304,3,7,0,32.559578,-1.0154607,0.11079209,1.1171626
-32.571861,0.72438727,0.39858304,2,7,0,34.089936,-0.56007295,0.44943645,1.5674286
-31.855069,1,0.39858304,3,9,0,33.158522,0.46648303,-1.0325147,0.35611032
-31.62493,0.99893413,0.39858304,3,11,0,32.114253,-0.6390647,0.27982434,1.3228974
-31.62934,0.99968583,0.39858304,3,11,0,31.935406,0.36147406,-0.91159673,0.40188202
-34.717214,0.61829888,0.39858304,2,7,0,34.810483,-0.27049244,-1.5244752,0.2177353
-34.822183,1,0.39858304,2,3,0,35.536495,-0.17820297,-1.6278715,0.19634706
-30.88718,0.97273514,0.39858304,2,7,0,35.887529,-0.36765763,-0.46119507,0.63052967
-31.470934,0.84086158,0.39858304,1,3,0,31.874019,-0.1253601,-0.21271039,0.80839022
-31.422615,0.99819303,0.39858304,3,15,0,33.158291,0.21231709,-1.1471524,0.3175397
-30.998165,0.98801437,0.39858304,3,11,0,32.149919,-0.080588292,-0.47879918,0.61952688
-31.268048,0.88249496,0.39858304,2,7,0,31.927714,-0.21936937,-0.84228005,0.43072732
-31.83589,0.96837005,0.39858304,3,7,0,32.214404,-0.061974318,-1.1591851,0.31374173
-31.650933,1,0.39858304,3,11,0,31.920642,-0.80241597,-0.23853562,0.78778062
-31.299383,0.98347337,0.39858304,2,3,0,31.959582,-0.18592989,-0.20269134,0.81653023
-30.977783,0.95909492,0.39858304,2,7,0,31.940959,-0.037215685,-0.5682647,0.56650765
-31.794874,0.99334485,0.39858304,3,7,0,31.881696,0.41022534,-1.3245465,0.26592353
-31.662187,0.99486678,0.39858304,2,3,0,31.876969,0.42131355,-1.1135808,0.32838098
-32.016397,0.99578256,0.39858304,2,3,0,32.094202,0.41206206,-1.4373861,0.23754788
-31.794393,0.98537091,0.39858304,2,3,0,32.196461,0.32529016,-1.3393312,0.26202086
-32.265114,0.96429277,0.39858304,2,3,0,32.342906,0.57061298,-1.0501814,0.34987429
-32.136509,0.93938701,0.39858304,1,3,0,33.201524,0.48334927,-1.482289,0.22711722
-31.323208,0.99378479,0.39858304,3,7,0,32.974617,0.17753886,-1.0856404,0.33768546
-31.365136,0.99325574,0.39858304,2,3,0,31.414785,0.28084482,-0.95455072,0.38498507
-31.019608,0.93566862,0.39858304,3,9,0,32.048466,-0.31816152,-0.19307685,0.82441862
-31.9153,0.93628914,0.39858304,3,7,0,31.978867,0.39209359,-0.82188103,0.43960397
-31.036915,1,0.39858304,3,7,0,31.890358,0.071311722,-0.76156249,0.46693627
-31.812254,0.89838168,0.39858304,2,3,0,31.857788,-0.19393346,-1.0417331,0.35284265
-32.764348,0.78232962,0.39858304,2,7,0,34.832432,-0.69041584,-0.71837569,0.48754353
-30.910274,0.92998108,0.39858304,2,3,0,33.502614,-0.2892486,-0.29519465,0.74438668
-30.996511,0.99550183,0.39858304,2,7,0,31.381474,-0.11913847,-0.78274503,0.4571494
-31.932117,0.85947855,0.39858304,2,3,0,32.27517,-0.30465181,-0.96768514,0.37996158
-31.317024,0.94458397,0.39858304,2,7,0,33.372249,-0.62167283,-0.3815733,0.68278633
-32.034294,0.98469995,0.39858304,3,7,0,32.164918,-1.0516443,0.073089331,1.0758266
-31.676165,1,0.39858304,3,11,0,32.899319,0.36351336,-1.2705292,0.28068304
-33.237762,0.67354504,0.39858304,3,7,0,36.421611,-0.6057,0.60168169,1.8251856
-31.622382,0.97213465,0.39858304,2,3,0,33.506371,-0.96164867,0.27966707,1.3226894
-31.279903,0.89449392,0.39858304,3,9,0,32.503329,0.21637224,-1.0284898,0.35754652
-31.228358,0.9986036,0.39858304,2,3,0,31.355958,0.18663621,-0.99558796,0.36950613
-32.137983,0.74295701,0.39858304,2,7,0,35.989664,-0.47614217,-0.83462278,0.43403818
-30.871661,0.99083776,0.39858304,2,3,0,32.312305,-0.15852165,-0.63331886,0.53082713
-31.253911,0.98748283,0.39858304,2,7,0,31.586656,0.22289374,-0.94111432,0.39019279
-32.89015,0.72948463,0.39858304,2,3,0,33.768069,0.43190294,-0.60458849,0.54629919
-32.757259,1,0.39858304,2,3,0,33.283505,0.3908137,-0.57226713,0.56424477
-31.888402,1,0.39858304,2,3,0,32.613527,0.32648177,-0.71152327,0.49089586
-31.971469,0.99908032,0.39858304,2,3,0,32.054058,-0.050096146,-1.205149,0.29964734
-31.660992,0.96960408,0.39858304,2,7,0,33.263274,-0.42688519,0.13721003,1.147069
-31.186337,1,0.39858304,3,7,0,31.574909,-0.45294314,-0.0032869584,0.99671844
-31.786241,0.95254053,0.39858304,2,5,0,32.047559,-0.50898707,0.23665535,1.2670044
-31.541099,0.9967578,0.39858304,2,7,0,32.528274,-0.81218821,0.31367519,1.3684452
-31.158144,0.99976949,0.39858304,2,3,0,31.572178,-0.69130203,0.049562989,1.0508118
-30.94366,0.97881095,0.39858304,2,7,0,32.339499,-0.39229763,-0.18632577,0.83000316
-31.935948,0.67760435,0.39858304,2,3,0,32.785367,-0.61279422,-0.61519181,0.5405372
-30.955298,1,0.39858304,2,3,0,32.045053,-0.54337526,-0.18377353,0.83212423
-31.02869,0.95759017,0.39858304,3,9,0,31.314048,-0.26499551,-0.68652819,0.50332047
-34.004065,0.7377457,0.39858304,2,3,0,34.547889,-0.032873969,0.16530595,1.179754
-31.750696,1,0.39858304,2,3,0,33.736632,-0.7982482,-0.28683895,0.75063261
-32.747827,0.8732634,0.39858304,3,15,0,34.568025,0.60253702,-1.7080496,0.1812189
-33.575869,0.75746154,0.39858304,3,9,0,35.529296,-0.097005096,0.17457116,1.1907355
-32.928429,0.91263205,0.39858304,4,15,0,35.765965,0.82070504,-1.4055087,0.24524226
-33.701297,0.99962557,0.39858304,3,7,0,33.866297,0.74792603,-1.9932549,0.13625122
-32.765122,0.91362754,0.39858304,1,3,0,35.049158,0.78662138,-1.427774,0.23984222
-31.196305,0.98681768,0.39858304,3,11,0,34.213873,-0.48484173,-0.51940493,0.59487443
-33.067452,0.96073948,0.39858304,3,11,0,34.873753,0.87202151,-1.5457736,0.21314691
-32.180676,0.97233291,0.39858304,2,5,0,34.9328,0.57573206,-1.1167184,0.32735229
-32.42976,0.85457056,0.39858304,3,7,0,34.161786,0.20602228,-0.38286251,0.68190665
-32.118657,0.98444371,0.39858304,3,7,0,33.066661,0.40111484,-0.76112149,0.46714224
-31.795203,1,0.39858304,2,3,0,32.185462,0.043997994,-1.2231463,0.29430274
-31.613243,0.97341259,0.39858304,2,7,0,32.594235,0.031091981,-0.35969297,0.69789057
-30.969456,0.98499497,0.39858304,2,3,0,31.890885,0.010849344,-0.74555256,0.47447205
-31.074744,0.98963739,0.39858304,3,11,0,31.797581,-0.64911163,-0.046588191,0.95448038
-30.977891,0.9917939,0.39858304,3,7,0,31.436387,-0.064756567,-0.79306141,0.45245752
-32.842638,0.61817516,0.39858304,1,3,0,33.590332,0.2536668,-0.36176067,0.69644903
-31.950353,1,0.39858304,1,1,0,32.742544,0.20339418,-0.4977498,0.60789701
-33.896391,0.79637666,0.39858304,2,5,0,34.377112,0.21860737,-0.1414255,0.86811985
-31.634455,1,0.39858304,2,5,0,33.76506,0.17310686,-0.5528076,0.57533224
-32.585736,0.93116691,0.39858304,2,3,0,32.701665,0.33584573,-0.52982983,0.58870514
-31.18948,0.98168737,0.39858304,2,3,0,32.870023,0.17367462,-0.95254484,0.38575808
-31.027952,0.86513966,0.39858304,2,3,0,32.168195,0.03448262,-0.84802712,0.428259
-31.905557,0.86235085,0.39858304,2,3,0,32.033587,-0.016210627,-1.2130294,0.2972953
